,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,ncells,significant_adj_new
60,0.010178558119067316_0.010178558119067316,ENMD-2076,0.6677377052752367,0.45,False,1.0,False,2.4576629926318074,2.8146024474528715,7.5,6,False (lost)
61,0.010178558119067316_0.010178558119067316,ENMD-2076 L-(+)-Tartaric acid ,0.8196502418394744,0.3,False,1.0,False,1.9554684888430398,1.6583009033110985,30.166666,6,False (lost)
62,0.010178558119067316_0.010178558119067316,Ellagic acid,0.9838877369100683,0.3,False,1.0,False,2.658498891630239,2.9001242138149026,7.6666665,6,False (lost)
63,0.010178558119067316_0.010178558119067316,Entacapone,0.3455852114568714,0.7,False,1.0,False,1.4409007249822163,1.1032304059720541,13.666667,6,False (lost)
64,0.010178558119067316_0.010178558119067316,Entinostat (MS-275),0.5270249961698394,0.5,False,1.0,False,1.4396936828146085,0.9193765369238718,21.166666,6,False (lost)
65,0.010178558119067316_0.010178558119067316,Enzastaurin (LY317615),0.9320132938253609,0.2,False,0.9999999999999994,False,2.0910586393764374,1.817118152392008,10.0,6,False (lost)
66,0.010178558119067316_0.010178558119067316,Epothilone A,0.29958572418136065,0.9,False,1.0,False,1.590313726113802,1.4480558955107368,31.0,6,False (lost)
67,0.010178558119067316_0.010178558119067316,FLLL32,0.7673905426583136,0.15,False,0.9999999999983671,False,1.6462686155186315,1.0921608558434428,15.666667,6,False (lost)
68,0.010178558119067316_0.010178558119067316,Fasudil (HA-1077) HCl,0.8471872703222196,0.3,False,1.0,False,2.2842624499782254,2.2883517970987253,10.666667,6,False (lost)
69,0.010178558119067316_0.010178558119067316,"Fedratinib (SAR302503, TG101348)",0.7413752200524972,0.2,False,0.9999999999999994,False,1.7505251153982606,1.3266891782085173,18.0,6,False (lost)
70,0.010178558119067316_0.010178558119067316,Filgotinib (GLPG0634),0.8030879409338394,0.25,False,1.0,False,2.17443499132475,2.112796209180153,11.833333,6,False
71,0.010178558119067316_0.010178558119067316,Flavopiridol HCl,0.7904686262227627,0.3,False,1.0,False,2.1373941738692173,2.051333888980165,11.333333,6,False (lost)
72,0.010178558119067316_0.010178558119067316,"Fluorouracil (5-Fluoracil, 5-FU)",0.6184252234838166,0.35,False,1.0,False,2.0708368661929377,2.090262676366552,11.666667,6,False (lost)
73,0.010178558119067316_0.010178558119067316,Fulvestrant,0.5756605959474328,0.3,False,1.0,False,1.7412875365271907,1.4739286445714423,27.833334,6,False (lost)
74,0.010178558119067316_0.010178558119067316,G007-LK,0.45840401081589466,0.5,False,1.0,False,1.5820287659511834,1.272667688550965,14.166667,6,False (lost)
75,0.010178558119067316_0.010178558119067316,GSK1070916,0.6267592268626805,0.4,False,1.0,False,1.9047781860230246,1.7498113126478623,24.0,6,False (lost)
76,0.010178558119067316_0.010178558119067316,GSK J1,0.6121482871395436,0.7,False,1.0,False,2.313121237494702,2.5811083553143535,15.166667,6,False (lost)
77,0.010178558119067316_0.010178558119067316,GSK-LSD1 2HCl,0.5970198532571676,0.5,False,1.0,False,2.034794008224013,2.0395823306553513,8.666667,6,False (lost)
78,0.010178558119067316_0.010178558119067316,Gandotinib (LY2784544),0.6114970030927673,0.55,False,1.0,False,2.2892976028356786,2.534112370043084,10.833333,6,False (lost)
79,0.010178558119067316_0.010178558119067316,Givinostat (ITF2357),0.7093450704617621,0.15,False,0.9999999999983671,False,1.7992513454542929,1.456171787911317,13.5,6,False (lost)
80,0.010178558119067316_0.010178558119067316,Glesatinib?(MGCD265),0.6481811321659992,0.4,False,1.0,False,1.971709630885944,1.8622522970703814,12.5,6,False (lost)
81,0.010178558119067316_0.010178558119067316,Hesperadin,0.7834757402527841,0.4,False,1.0,False,2.1138412405440596,2.0112209082998294,13.166667,6,False (lost)
82,0.010178558119067316_0.010178558119067316,INO-1001 (3-Aminobenzamide),0.787816967983296,0.05,False,0.9999117537696404,False,1.6480799133578943,1.0753570261969858,14.666667,6,False (lost)
83,0.010178558119067316_0.010178558119067316,IOX2,0.6324208325270582,0.5,False,1.0,False,2.1600735400996647,2.2547404151367636,11.0,6,False (lost)
84,0.010178558119067316_0.010178558119067316,ITSA-1 (ITSA1),0.5713528756485595,0.2,False,0.9999999999999994,False,1.3192296661333365,0.634120624082607,20.166666,6,False (lost)
85,0.010178558119067316_0.010178558119067316,Iniparib (BSI-201),0.6631798179484854,0.5,False,1.0,False,2.2857006379310754,2.4752356253781596,9.5,6,False (lost)
86,0.010178558119067316_0.010178558119067316,Ivosidenib (AG-120),0.37241304630268357,0.75,False,1.0,False,1.3317465712387428,0.8580942636392959,16.666666,6,False (lost)
87,0.010178558119067316_0.010178558119067316,JNJ-7706621,0.787022523363043,0.15,False,0.9999999999983671,False,1.473612898446197,0.7272174409938444,17.333334,6,False (lost)
88,0.010178558119067316_0.010178558119067316,JNJ-26854165 (Serdemetan),0.5526163060296703,0.45,False,1.0,False,1.9204632586939807,1.8553243788227844,39.333332,6,False (lost)
89,0.010178558119067316_0.010178558119067316,KW-2449,0.5303253252238633,0.4,False,1.0,False,1.9834364992102789,2.0035618406611873,14.0,6,False (lost)
90,0.010178558119067316_0.010178558119067316,Ki8751,0.3455728627280128,0.8,False,1.0,False,1.889830261884968,2.0011018285064166,9.5,6,False
91,0.010178558119067316_0.010178558119067316,Ki16425,0.3325724470897149,0.55,False,1.0,False,1.4157061080236333,1.0658539364220454,14.666667,6,False
92,0.010178558119067316_0.010178558119067316,Lapatinib (GW-572016) Ditosylate,0.6493687956291407,0.25,False,1.0,False,2.0446162105903447,2.0068777930160437,19.0,6,False (lost)
93,0.010178558119067316_0.010178558119067316,Lenalidomide (CC-5013),0.5778235234010882,0.35,False,1.0,False,1.9422882070555074,1.8737670581744195,12.833333,6,False (lost)
94,0.010178558119067316_0.010178558119067316,Linifanib (ABT-869),0.48529531860301733,0.45,False,1.0,False,1.664343215992584,1.4104052808466443,18.0,6,False (lost)
95,0.010178558119067316_0.010178558119067316,Lomustine ,0.6367123913388446,0.75,False,1.0,False,2.562724313950077,3.0557504040258023,11.666667,6,False (lost)
96,0.010178558119067316_0.010178558119067316,"Luminespib (AUY-922, NVP-AUY922)",0.78337229309605,0.1,False,0.999999987867393,False,2.105192075072506,1.9940260245134556,15.833333,6,False (lost)
97,0.010178558119067316_0.010178558119067316,M344,0.9811747480427768,0.35,False,1.0,False,2.6407167339180306,2.8672728872577777,14.0,6,False (lost)
98,0.010178558119067316_0.010178558119067316,MC1568,0.8373489202980382,0.05,False,0.9999117537696404,False,1.8183756360912586,1.3664165193489735,20.833334,6,False (lost)
99,0.010178558119067316_0.010178558119067316,MK-0752,0.48739523453753075,0.5,False,1.0,False,1.5680956097411813,1.2158101524093248,13.5,6,False
100,0.010178558119067316_0.010178558119067316,MK-5108 (VX-689),0.9367331364614984,0.2,False,0.9999999999999994,False,2.043456914408314,1.7171948598196236,19.333334,6,False (lost)
101,0.010178558119067316_0.010178558119067316,MLN8054,0.14182756262604723,0.95,False,1.0,False,1.2042468099733723,0.8336802247851908,45.166668,6,False (lost)
102,0.010178558119067316_0.010178558119067316,Maraviroc,0.5131503899934879,0.7,False,1.0,False,1.704833305936435,1.4635303893438747,48.0,6,False (lost)
103,0.010178558119067316_0.010178558119067316,Meprednisone,0.6799772966536279,0.4,False,1.0,False,1.8297999389143211,1.5466367486395076,13.5,6,False
104,0.010178558119067316_0.010178558119067316,Mercaptopurine (6-MP),0.5899625224108607,0.65,False,1.0,False,2.230912648983633,2.4388769430208996,15.0,6,False (lost)
105,0.010178558119067316_0.010178558119067316,Mesna ,0.4760218269540908,0.4,False,1.0,False,1.6170824759308415,1.3251572923720856,12.5,6,False (lost)
106,0.010178558119067316_0.010178558119067316,Mocetinostat (MGCD0103),0.5946708448601932,0.7,False,1.0,False,2.153285184447242,2.2789136914987846,12.0,6,False (lost)
107,0.010178558119067316_0.010178558119067316,Momelotinib (CYT387),1.2900154574992007,0.05,False,0.9999117537696404,False,2.471659553442962,2.2203178168512165,12.333333,6,False
108,0.010178558119067316_0.010178558119067316,Motesanib Diphosphate (AMG-706),0.4815284373914739,0.65,False,1.0,False,1.74076930590719,1.567024341887399,16.666666,6,False (lost)
109,0.010178558119067316_0.010178558119067316,NVP-BSK805 2HCl,0.6385150030346054,0.25,False,1.0,False,1.7403308961190953,1.4091609566680792,12.833333,6,False (lost)
110,0.010178558119067316_0.010178558119067316,Navitoclax (ABT-263),0.2586699099461005,0.8,False,1.0,False,1.4938737245990648,1.2960917067165227,16.5,6,False (lost)
111,0.010178558119067316_0.010178558119067316,Nilotinib (AMN-107),0.35692100120072867,0.75,False,1.0,False,1.8713876137956784,1.9528683938551206,19.166666,6,False (lost)
112,0.010178558119067316_0.010178558119067316,Nintedanib (BIBF 1120),0.7646248395298301,0.2,False,0.9999999999999994,False,1.8596698117322734,1.52172895139921,10.833333,6,False (lost)
113,0.010178558119067316_0.010178558119067316,Obatoclax Mesylate (GX15-070),0.7796355364558059,0.05,False,0.9999117537696404,False,1.5410567283885506,0.8694920877857887,32.666668,6,False (lost)
114,0.010178558119067316_0.010178558119067316,Ofloxacin,0.35804122063356214,0.6,False,1.0,False,1.8198727140361841,1.8487183749032985,16.5,6,False (lost)
115,0.010178558119067316_0.010178558119067316,PCI-34051,0.4122208115838566,0.6,False,1.0,False,1.6087976233945083,1.3723886026696546,11.333333,6,False (lost)
116,0.010178558119067316_0.010178558119067316,PD98059,0.4572714299101355,0.3,False,1.0,False,1.3970957953801137,0.903934328314585,16.5,6,False (lost)
117,0.010178558119067316_0.010178558119067316,PD173074,0.5681685734685735,0.8,False,1.0,False,2.282936688357806,2.564718970711533,13.166667,6,False (lost)
118,0.010178558119067316_0.010178558119067316,PF-3845,0.5734933072592172,0.7,False,1.0,False,2.0679973078931098,2.1295154759914956,14.0,6,False (lost)
119,0.010178558119067316_0.010178558119067316,PF-573228,0.4139182291048009,0.55,False,1.0,False,1.5546074643169794,1.2623108669936511,10.166667,6,False (lost)
120,0.010178558119067316_0.010178558119067316,PFI-1 (PF-6405761),0.5729153039232395,0.7,False,1.0,False,2.1459899046163087,2.286078672773871,11.666667,6,False (lost)
121,0.010178558119067316_0.010178558119067316,PHA-680632,1.0589418964518051,0.05,False,0.9999117537696404,False,1.991907830007387,1.491887931027461,16.166666,6,False (lost)
122,0.010178558119067316_0.010178558119067316,PJ34,0.707449004603455,0.45,False,1.0,False,1.999187415411252,1.8579399936835423,12.0,6,False (lost)
123,0.010178558119067316_0.010178558119067316,Panobinostat (LBH589),0.6584027924799054,0.45,False,1.0,False,1.8409589291460289,1.5905292332766456,12.666667,6,False (lost)
124,0.010178558119067316_0.010178558119067316,"Patupilone (EPO906, Epothilone B)",1.0608131989553802,0.25,False,1.0,False,2.571836708647785,2.6498743858046834,15.166667,6,False (lost)
125,0.010178558119067316_0.010178558119067316,Pelitinib (EKB-569),0.5635899405964497,0.4,False,1.0,False,1.6054251677298397,1.2142745623277225,29.0,6,False (lost)
126,0.010178558119067316_0.010178558119067316,Pirarubicin,0.4177305838759926,0.6,False,1.0,False,1.6145337502073376,1.3783510840031767,13.833333,6,False (lost)
127,0.010178558119067316_0.010178558119067316,Pracinostat (SB939),0.3668884682894533,0.7,False,1.0,False,1.6649832694689384,1.5300922381129167,13.666667,6,False (lost)
128,0.010178558119067316_0.010178558119067316,Prednisone ,0.7771761617198791,0.4,False,1.0,False,2.1849420048991974,2.159722015543009,17.5,6,False (lost)
129,0.010178558119067316_0.010178558119067316,Quercetin,0.5480729664377335,0.4,False,1.0,False,1.6907536606932336,1.400448522413227,15.5,6,False
130,0.010178558119067316_0.010178558119067316,Quisinostat (JNJ-26481585) 2HCl,1.3209403954492025,0.0,True,0.0,True,2.7883469972979755,2.822767766611242,16.0,6,True
131,0.010178558119067316_0.010178558119067316,RG108,0.5958166972186896,0.65,False,1.0,False,2.105790327487423,2.182778125220651,15.0,6,False (lost)
132,0.010178558119067316_0.010178558119067316,Raltitrexed,0.3984971134537738,0.4,False,1.0,False,1.4228018057181735,1.0141206654470665,20.833334,6,False (lost)
133,0.010178558119067316_0.010178558119067316,Ramelteon,0.5521503871213682,0.4,False,1.0,False,1.9024628510380768,1.8197894824192795,11.333333,6,False (lost)
134,0.010178558119067316_0.010178558119067316,Regorafenib (BAY 73-4506),1.2535728658705665,0.15,False,0.9999999999983671,False,2.6891458471594216,2.691732995912769,18.666666,6,False
135,0.010178558119067316_0.010178558119067316,Resminostat,0.6446817285998159,0.3,False,1.0,False,1.6170475927385932,1.1564276243418634,20.166666,6,False (lost)
136,0.010178558119067316_0.010178558119067316,Resveratrol,0.7083712254878876,0.5,False,1.0,False,2.286765586998911,2.432174115974428,9.666667,6,False (lost)
137,0.010178558119067316_0.010178558119067316,Rigosertib (ON-01910),0.4830178586969729,0.7,False,1.0,False,1.9518393877632398,1.987675084294,18.166666,6,False (lost)
138,0.010178558119067316_0.010178558119067316,"Roscovitine (Seliciclib,CYC202)",0.5681271918798405,0.4,False,1.0,False,1.633623694892624,1.2661343653698998,26.833334,6,False
139,0.010178558119067316_0.010178558119067316,Roxadustat (FG-4592),1.3970939170317922,0.0,True,0.0,True,1.7896284089925867,0.7491770684178745,18.333334,6,True
140,0.010178558119067316_0.010178558119067316,"Rucaparib (AG-014699,PF-01367338) phosphate",0.6238633714206783,0.55,False,1.0,False,1.8367690211143046,1.616688838272425,10.166667,6,False (lost)
141,0.010178558119067316_0.010178558119067316,Ruxolitinib (INCB018424),0.5736589394684186,0.3,False,1.0,False,1.7574496645138047,1.5082545570236847,14.0,6,False (lost)
142,0.010178558119067316_0.010178558119067316,S3I-201,1.0071758133282973,0.4,False,1.0,False,2.6189926220068798,2.7978235981499555,19.166666,6,False (lost)
143,0.010178558119067316_0.010178558119067316,S-Ruxolitinib (INCB018424),0.6857080751270539,0.3,False,1.0,False,1.8812888191164856,1.64388373057041,16.166666,6,False (lost)
144,0.010178558119067316_0.010178558119067316,SB431542,0.27538058942814403,0.7,False,1.0,False,1.542680962249226,1.3769955025348006,11.333333,6,False (lost)
145,0.010178558119067316_0.010178558119067316,SGI-1776 free base,0.1726568152708956,1.0,False,1.0,False,1.4737135561824433,1.3417844645584842,14.333333,6,False
146,0.010178558119067316_0.010178558119067316,SL-327,0.5676690141125196,0.4,False,1.0,False,1.67877721526965,1.3568995838912734,13.666667,6,False (lost)
147,0.010178558119067316_0.010178558119067316,SNS-314,0.4539140034720519,0.5,False,1.0,False,1.6944780898560006,1.5020563437044425,28.333334,6,False (lost)
148,0.010178558119067316_0.010178558119067316,SRT1720 HCl,0.5990990927065649,0.0,True,0.0,True,1.454577625805624,0.8770703263691774,46.0,6,True
149,0.010178558119067316_0.010178558119067316,SRT2104 (GSK2245840),0.4545322811450436,0.7,False,1.0,False,1.9908704774038108,2.0942228411270714,10.666667,6,False (lost)
150,0.010178558119067316_0.010178558119067316,SRT3025 HCl,0.7521245262748675,0.15,False,0.9999999999983671,False,1.792500802738199,1.399891246666024,14.166667,6,False (lost)
151,0.010178558119067316_0.010178558119067316,Selisistat (EX 527),0.3037838480614987,0.85,False,1.0,False,1.7183824830152714,1.6999952854335374,9.5,6,False (lost)
152,0.010178558119067316_0.010178558119067316,Sirtinol,0.8686683865653513,0.1,False,0.999999987867393,False,2.151295908570963,2.000937598041068,26.833334,6,False (lost)
153,0.010178558119067316_0.010178558119067316,Sodium Phenylbutyrate,0.5586655719690219,0.8,False,1.0,False,2.216420654893682,2.441189905282835,18.333334,6,False (lost)
154,0.010178558119067316_0.010178558119067316,Sorafenib Tosylate,0.39729146669824655,0.45,False,1.0,False,1.5139528357071,1.1976283721804475,33.5,6,False (lost)
155,0.010178558119067316_0.010178558119067316,Streptozotocin (STZ),0.7300165738582325,0.1,False,0.999999987867393,False,1.2650355299374039,0.36706865348106843,16.166666,6,False (lost)
156,0.010178558119067316_0.010178558119067316,TAK-901,0.8188850598302784,0.35,False,1.0,False,2.2480130343240528,2.2441551762823204,11.666667,6,False (lost)
157,0.010178558119067316_0.010178558119067316,TG101209,0.6955405702110133,0.35,False,1.0,False,2.2206454087613867,2.3127644147762534,7.3333335,6,False (lost)
158,0.010178558119067316_0.010178558119067316,TGX-221,0.5347289305815175,0.5,False,1.0,False,1.9621301254893326,1.9565454878616402,12.5,6,False
159,0.010178558119067316_0.010178558119067316,TMP195,0.5124053874150225,0.3,False,1.0,False,1.3996257867084059,0.8538603534662826,17.833334,6,False (lost)
160,0.010178558119067316_0.010178558119067316,Tacedinaline (CI994),0.36199186176102005,0.8,False,1.0,False,1.6019412252060041,1.4089047561154806,17.333334,6,False (lost)
161,0.010178558119067316_0.010178558119067316,Tanespimycin (17-AAG),0.3185606599030346,0.95,False,1.0,False,1.8973028349953533,2.0430591775521654,13.0,6,False (lost)
162,0.010178558119067316_0.010178558119067316,Tazemetostat (EPZ-6438),0.8299801618335474,0.1,False,0.999999987867393,False,2.029853432189071,1.7967408700090866,14.833333,6,False (lost)
163,0.010178558119067316_0.010178558119067316,"Temsirolimus (CCI-779, NSC 683864)",0.45884421170616085,0.3,False,1.0,False,1.3241738496338822,0.7565176550260959,24.833334,6,False (lost)
164,0.010178558119067316_0.010178558119067316,Thalidomide,0.9294412903141955,0.05,False,0.9999117537696404,False,1.8790236033307544,1.3956200838118056,16.333334,6,False (lost)
165,0.010178558119067316_0.010178558119067316,Thiotepa,0.3034891159483044,0.7,False,1.0,False,1.4649057055662007,1.1933364626485903,12.166667,6,False (lost)
166,0.010178558119067316_0.010178558119067316,Tie2 kinase inhibitor,0.5048134188029352,0.35,False,1.0,False,1.3133514493576626,0.6889036473768833,28.333334,6,False (lost)
167,0.010178558119067316_0.010178558119067316,Tofacitinib (CP-690550) Citrate,0.4879332537796288,0.75,False,1.0,False,2.0606374442848843,2.200355802254633,12.5,6,False (lost)
168,0.010178558119067316_0.010178558119067316,Toremifene Citrate,0.9514790649166325,0.05,False,0.9999117537696404,False,2.3547535218245623,2.3250421461969846,6.8333335,6,False (lost)
