,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,ncells,significant_adj_new
62,0.004265823704965532_0.004265823704965532,Ellagic acid,0.3625060352776603,0.46,False,0.9955723737338837,False,0.5494569045485512,0.45614819926235434,2.6666667,3,False (lost)
63,0.004265823704965532_0.004265823704965532,Entacapone,0.4598068167157587,0.22,False,0.9940970418964129,False,0.6338704638553484,0.5276745364378503,4.3333335,3,False (lost)
64,0.004265823704965532_0.004265823704965532,Entinostat (MS-275),0.7023198245305877,0.0,True,0.0,True,0.9772027626705664,0.9718261262534573,7.6666665,3,True
65,0.004265823704965532_0.004265823704965532,Enzastaurin (LY317615),0.9401770161137448,0.1,False,0.9892247363356942,False,0.9833144843548195,0.7461923780388066,8.0,3,False (lost)
66,0.004265823704965532_0.004265823704965532,Epothilone A,0.8823398918733103,0.0,True,0.0,True,1.2512239559912326,1.3398484455520676,3.3333333,3,True
67,0.004265823704965532_0.004265823704965532,FLLL32,0.6586803258201865,0.06,False,0.9740257292994555,False,0.6517178126021972,0.3644957248271199,8.0,3,False (lost)
68,0.004265823704965532_0.004265823704965532,Fasudil (HA-1077) HCl,1.2277194040699015,0.2,False,0.9940970418964129,False,1.5594524378933923,1.6109258971597953,4.0,3,False (lost)
69,0.004265823704965532_0.004265823704965532,"Fedratinib (SAR302503, TG101348)",1.1092192154920313,0.0,True,0.0,True,1.5742706148926957,1.7590624397362724,6.0,3,True
70,0.004265823704965532_0.004265823704965532,Filgotinib (GLPG0634),0.6446436369219015,0.32,False,0.9955723737338837,False,0.9540514749680722,0.983199738457155,3.0,3,False
71,0.004265823704965532_0.004265823704965532,Flavopiridol HCl,2.234936416717644,0.08,False,0.9869091748559277,False,1.8876563886433457,1.2601167860119602,6.3333335,3,False (lost)
72,0.004265823704965532_0.004265823704965532,"Fluorouracil (5-Fluoracil, 5-FU)",1.0382492553589184,0.0,True,0.0,True,1.4748740759098742,1.6312393219037422,5.0,3,True
73,0.004265823704965532_0.004265823704965532,Fulvestrant,1.4953703000496728,0.0,True,0.0,True,1.4407642970928505,1.1058987195789405,4.0,3,True
74,0.004265823704965532_0.004265823704965532,G007-LK,1.3698857689541866,0.1,False,0.9892247363356942,False,1.408417679293924,1.1666900150765738,2.6666667,3,False (lost)
75,0.004265823704965532_0.004265823704965532,GSK1070916,0.42683379103551317,0.0,True,0.0,True,0.4428133194893428,0.1785332733860847,11.333333,3,True
76,0.004265823704965532_0.004265823704965532,GSK J1,0.3541513016771917,0.14,False,0.9911720702289156,False,0.46231338175300035,0.29021588727172126,7.3333335,3,False (lost)
77,0.004265823704965532_0.004265823704965532,GSK-LSD1 2HCl,1.1353813444451646,0.0,True,0.0,True,1.0317714259587345,0.6479019329152168,5.0,3,True
78,0.004265823704965532_0.004265823704965532,Gandotinib (LY2784544),0.5027060507114374,0.0,True,0.0,True,0.49049550280355336,0.1980253803385819,9.0,3,True
79,0.004265823704965532_0.004265823704965532,Givinostat (ITF2357),1.2975012899207556,0.0,True,0.0,True,1.3907491061547272,1.2037373478316111,7.6666665,3,True
80,0.004265823704965532_0.004265823704965532,Glesatinib?(MGCD265),1.4296853848170845,0.0,True,0.0,True,2.056652642935781,2.40336032649739,8.666667,3,True
81,0.004265823704965532_0.004265823704965532,Hesperadin,0.2981927064489526,0.08,False,0.9869091748559277,False,0.42655966865967265,0.27466705631330496,9.333333,3,False (lost)
82,0.004265823704965532_0.004265823704965532,INO-1001 (3-Aminobenzamide),0.8829065883044553,0.0,True,0.0,True,0.7205152018156772,0.2778642407698111,19.0,3,True
83,0.004265823704965532_0.004265823704965532,IOX2,0.7700098161117388,0.0,True,0.0,True,0.8261129408611233,0.6019564910534201,13.333333,3,True (gained)
84,0.004265823704965532_0.004265823704965532,ITSA-1 (ITSA1),0.9324805435356049,0.12,False,0.9911720702289156,False,1.341183186504995,1.4696262549172974,4.3333335,3,False (lost)
85,0.004265823704965532_0.004265823704965532,Iniparib (BSI-201),0.9118332763880339,0.0,True,0.0,True,1.0105639266104496,0.8290350022757775,5.6666665,3,True
86,0.004265823704965532_0.004265823704965532,Ivosidenib (AG-120),1.0218907134958641,0.0,True,0.0,True,1.4405969091595445,1.5790435302661368,6.0,3,True
87,0.004265823704965532_0.004265823704965532,JNJ-7706621,0.46938156745893095,0.04,True,0.9377063402093107,False,0.6315504098721282,0.5134596777282376,7.6666665,3,False (lost)
88,0.004265823704965532_0.004265823704965532,JNJ-26854165 (Serdemetan),0.36436454344816965,0.28,False,0.9955723737338837,False,0.5198211718659606,0.3950182257266637,7.6666665,3,False (lost)
89,0.004265823704965532_0.004265823704965532,KW-2449,1.4946537570214053,0.0,True,0.0,True,0.9144303584043266,0.05394738523016022,4.3333335,3,True
90,0.004265823704965532_0.004265823704965532,Ki8751,1.0017321871583422,0.0,True,0.0,True,1.3598623286424325,1.437732895569435,13.0,3,True (gained)
91,0.004265823704965532_0.004265823704965532,Ki16425,1.0720131891369542,0.0,True,0.0,True,1.149902072036076,0.9475313803781099,7.0,3,True (gained)
92,0.004265823704965532_0.004265823704965532,Lapatinib (GW-572016) Ditosylate,0.46881561998927795,0.06,False,0.9740257292994555,False,0.6665986567278116,0.5841221189092575,4.3333335,3,False (lost)
93,0.004265823704965532_0.004265823704965532,Lenalidomide (CC-5013),0.9783767068017237,0.0,True,0.0,True,1.4014139422503313,1.5441916031418517,7.0,3,True (gained)
94,0.004265823704965532_0.004265823704965532,Linifanib (ABT-869),2.0771290350094076,0.0,True,0.0,True,1.4968085905405877,0.6362285715146803,7.0,3,True
95,0.004265823704965532_0.004265823704965532,Lomustine ,1.291607510701981,0.0,True,0.0,True,0.9653252287416605,0.35878337222425205,26.666666,3,True
96,0.004265823704965532_0.004265823704965532,"Luminespib (AUY-922, NVP-AUY922)",0.4087446831873431,0.0,True,0.0,True,0.5772383048233645,0.46547235190229813,6.3333335,3,True
97,0.004265823704965532_0.004265823704965532,M344,1.0236605833744514,0.0,True,0.0,True,0.9114847709735743,0.5190493840156094,10.666667,3,True
98,0.004265823704965532_0.004265823704965532,MC1568,1.0565724408080888,0.0,True,0.0,True,1.4875573896729155,1.638282763980655,5.0,3,True
99,0.004265823704965532_0.004265823704965532,MK-0752,0.4514620429336637,0.0,True,0.0,True,0.45721294045196587,0.18270426341318025,7.0,3,True (gained)
100,0.004265823704965532_0.004265823704965532,MK-5108 (VX-689),0.8344163310561836,0.0,True,0.0,True,1.2178662982054504,1.3210566907976296,5.0,3,True
101,0.004265823704965532_0.004265823704965532,MLN8054,0.8262563203746423,0.0,True,0.0,True,0.7855210354733158,0.46452617601490154,10.0,3,True
102,0.004265823704965532_0.004265823704965532,Maraviroc,0.8279730476590945,0.0,True,0.0,True,0.9000610050225808,0.6918893878289794,6.6666665,3,True
103,0.004265823704965532_0.004265823704965532,Meprednisone,0.864576264148313,0.0,True,0.0,True,0.9598124692636107,0.7747890998218209,6.6666665,3,True (gained)
104,0.004265823704965532_0.004265823704965532,Mercaptopurine (6-MP),1.1984343216954925,0.0,True,0.0,True,1.525879609296879,1.5730653223411772,5.3333335,3,True
105,0.004265823704965532_0.004265823704965532,Mesna ,0.6771952161834709,0.0,True,0.0,True,0.7282407715891283,0.49902675243769795,7.6666665,3,True
106,0.004265823704965532_0.004265823704965532,Mocetinostat (MGCD0103),0.20983106975462007,0.12,False,0.9911720702289156,False,0.30742731927988054,0.12476399424805323,7.0,3,False (lost)
107,0.004265823704965532_0.004265823704965532,Momelotinib (CYT387),0.7108678836546325,0.2,False,0.9940970418964129,False,1.019307182171235,1.0474869061307492,4.6666665,3,False
108,0.004265823704965532_0.004265823704965532,Motesanib Diphosphate (AMG-706),0.284380711014594,0.0,True,0.0,True,0.3800802276924182,0.19552016981315465,15.0,3,True (gained)
109,0.004265823704965532_0.004265823704965532,NVP-BSK805 2HCl,0.4919433762417696,0.76,False,0.99668224,False,0.8422222829770263,0.9122416151551952,3.0,3,False (lost)
110,0.004265823704965532_0.004265823704965532,Navitoclax (ABT-263),0.4202595086796386,0.14,False,0.9911720702289156,False,0.6030975417812565,0.5056760003257864,6.3333335,3,False (lost)
111,0.004265823704965532_0.004265823704965532,Nilotinib (AMN-107),0.622842878433272,0.08,False,0.9869091748559277,False,0.7966814041975359,0.690260355404712,5.0,3,False (lost)
112,0.004265823704965532_0.004265823704965532,Nintedanib (BIBF 1120),0.8231817892647597,0.0,True,0.0,True,1.1526774986862156,1.2019136335505838,5.0,3,True (gained)
113,0.004265823704965532_0.004265823704965532,Obatoclax Mesylate (GX15-070),1.237214361756076,0.0,True,0.0,True,1.3298180179616395,1.1421620996101152,6.3333335,3,True
114,0.004265823704965532_0.004265823704965532,Ofloxacin,0.8732971498220063,0.1,False,0.9892247363356942,False,1.288195403249265,1.422834082119437,2.6666667,3,False (lost)
115,0.004265823704965532_0.004265823704965532,PCI-34051,0.6704598264303847,0.32,False,0.9955723737338837,False,0.8180043646252879,0.6852893282631034,3.3333333,3,False (lost)
116,0.004265823704965532_0.004265823704965532,PD98059,1.1191265557500745,0.0,True,0.0,True,1.1883030425976195,0.977219954888077,10.666667,3,True
117,0.004265823704965532_0.004265823704965532,PD173074,1.7068407539811918,0.0,True,0.0,True,1.1367567797380644,0.2864132309378492,6.3333335,3,True
118,0.004265823704965532_0.004265823704965532,PF-3845,1.0707447060923343,0.0,True,0.0,True,1.5421847593354903,1.7333652380215585,6.0,3,True
119,0.004265823704965532_0.004265823704965532,PF-573228,0.8906846112902485,0.12,False,0.9911720702289156,False,0.8199417492257078,0.4689393126040792,4.0,3,False (lost)
120,0.004265823704965532_0.004265823704965532,PFI-1 (PF-6405761),0.8063383245814486,0.0,True,0.0,True,0.8539614969067982,0.6213250946750599,15.666667,3,True
121,0.004265823704965532_0.004265823704965532,PHA-680632,0.25013710423370944,0.4,False,0.9955723737338837,False,0.3147940683231638,0.09919145785553045,5.6666665,3,False (lost)
122,0.004265823704965532_0.004265823704965532,PJ34,0.29142840606546766,0.12,False,0.9911720702289156,False,0.4144790394065761,0.2572700981905968,5.0,3,False
123,0.004265823704965532_0.004265823704965532,Panobinostat (LBH589),0.8960289810282611,0.0,True,0.0,True,1.2733640900776921,1.3704396245700354,4.6666665,3,True
124,0.004265823704965532_0.004265823704965532,"Patupilone (EPO906, Epothilone B)",1.5376038217417465,0.0,True,0.0,True,1.5643488678369397,1.3108343393750457,6.0,3,True
125,0.004265823704965532_0.004265823704965532,Pelitinib (EKB-569),0.7083381899597814,0.0,True,0.0,True,0.9641085800183329,0.9396193955197967,5.6666665,3,True
126,0.004265823704965532_0.004265823704965532,Pirarubicin,1.063022540344249,0.0,True,0.0,True,1.5312841741757548,1.7192862334501728,5.6666665,3,True
127,0.004265823704965532_0.004265823704965532,Pracinostat (SB939),0.8436528806902053,0.0,True,0.0,True,1.2296163463595318,1.3353202374717705,7.3333335,3,True
128,0.004265823704965532_0.004265823704965532,Prednisone ,1.0074606255315244,0.0,True,0.0,True,0.772830364613755,0.25794052913889753,13.0,3,True
129,0.004265823704965532_0.004265823704965532,Quercetin,1.1728767652203977,0.16,False,0.9924173674692699,False,1.576550613182426,1.6999648865873667,6.0,3,False
130,0.004265823704965532_0.004265823704965532,Quisinostat (JNJ-26481585) 2HCl,0.7797258032991237,0.16,False,0.9924173674692699,False,0.7865816233159819,0.5131778687757526,8.666667,3,False (lost)
131,0.004265823704965532_0.004265823704965532,RG108,0.7438782790625018,0.0,True,0.0,True,0.6012064278711023,0.1782750021226156,6.3333335,3,True
132,0.004265823704965532_0.004265823704965532,Raltitrexed,0.2773680534411865,0.0,True,0.0,True,0.3772886718900278,0.19694971578178122,8.666667,3,True
133,0.004265823704965532_0.004265823704965532,Ramelteon,0.6670664482976281,0.26,False,0.9955723737338837,False,0.7610157399782156,0.5747054571017153,5.6666665,3,False (lost)
134,0.004265823704965532_0.004265823704965532,Regorafenib (BAY 73-4506),0.7520374722529279,0.0,True,0.0,True,0.7886111886944953,0.5449253305789752,6.0,3,True (gained)
135,0.004265823704965532_0.004265823704965532,Resminostat,0.7920710211141615,0.0,True,0.0,True,0.8177283192543033,0.5631260428373576,10.333333,3,True
136,0.004265823704965532_0.004265823704965532,Resveratrol,0.6715103244683456,0.04,True,0.9377063402093107,False,0.6728796029128501,0.3939893068002672,6.6666665,3,False (lost)
137,0.004265823704965532_0.004265823704965532,Rigosertib (ON-01910),0.6127130562449836,0.08,False,0.9869091748559277,False,0.5897573575265056,0.28654208425093974,8.0,3,False (lost)
138,0.004265823704965532_0.004265823704965532,"Roscovitine (Seliciclib,CYC202)",1.1096640598785499,0.0,True,0.0,True,1.5834025679081591,1.7768815013806802,2.6666667,3,True (gained)
139,0.004265823704965532_0.004265823704965532,Roxadustat (FG-4592),1.2188673612005363,0.0,True,0.0,True,1.0429901788199785,0.5868534218823325,6.6666665,3,True
140,0.004265823704965532_0.004265823704965532,"Rucaparib (AG-014699,PF-01367338) phosphate",1.775792587841217,0.04,True,0.9377063402093107,False,1.6425980840293815,1.229144005660458,5.0,3,False (lost)
141,0.004265823704965532_0.004265823704965532,Ruxolitinib (INCB018424),1.4972642523889057,0.0,True,0.0,True,0.9416660533623902,0.10580827977878683,19.333334,3,True
142,0.004265823704965532_0.004265823704965532,S3I-201,0.6271324177408784,0.1,False,0.9892247363356942,False,0.9242093442563214,0.9410266962146766,6.3333335,3,False
143,0.004265823704965532_0.004265823704965532,S-Ruxolitinib (INCB018424),0.6613016215808987,0.04,True,0.9377063402093107,False,0.7164579177756466,0.4913546394133067,4.3333335,3,False
144,0.004265823704965532_0.004265823704965532,SB431542,0.5769002830240404,0.0,True,0.0,True,0.8256628893057333,0.7941659210303382,6.0,3,True
145,0.004265823704965532_0.004265823704965532,SGI-1776 free base,2.447613376863821,0.0,True,0.0,True,1.5509489485626609,0.37402494570441314,3.0,3,True (gained)
146,0.004265823704965532_0.004265823704965532,SL-327,1.2101147898515312,0.0,True,0.0,True,1.7522042230779071,2.0140340817471944,13.0,3,True
147,0.004265823704965532_0.004265823704965532,SNS-314,0.8342255397812908,0.0,True,0.0,True,1.2124691848435025,1.3104532553486266,5.0,3,True
148,0.004265823704965532_0.004265823704965532,SRT1720 HCl,0.47456562127645247,0.06,False,0.9740257292994555,False,0.4882425926597595,0.2216599894859788,27.333334,3,False
149,0.004265823704965532_0.004265823704965532,SRT2104 (GSK2245840),0.7569082582278044,0.0,True,0.0,True,1.0755410072695186,1.1139141817541451,6.6666665,3,True
150,0.004265823704965532_0.004265823704965532,SRT3025 HCl,1.0214937010754868,0.0,True,0.0,True,1.4597196156288654,1.6176859556251573,3.6666667,3,True
151,0.004265823704965532_0.004265823704965532,Selisistat (EX 527),0.9667509089890198,0.0,True,0.0,True,0.7713579344221383,0.29570538529816903,10.0,3,True
152,0.004265823704965532_0.004265823704965532,Sirtinol,1.286212784838846,0.0,True,0.0,True,0.976319205617247,0.38616605183856073,11.333333,3,True
153,0.004265823704965532_0.004265823704965532,Sodium Phenylbutyrate,0.8041771341423174,0.0,True,0.0,True,1.0048202803679924,0.9252038520365797,14.333333,3,True (gained)
154,0.004265823704965532_0.004265823704965532,Sorafenib Tosylate,0.246658842339821,0.0,True,0.0,True,0.3580661186758053,0.18921382045470173,7.0,3,True
155,0.004265823704965532_0.004265823704965532,Streptozotocin (STZ),1.4844113565849204,0.0,True,0.0,True,1.013707985096341,0.2627450390506745,7.3333335,3,True
156,0.004265823704965532_0.004265823704965532,TAK-901,1.527544947847788,0.1,False,0.9892247363356942,False,1.8880905451341603,1.9683765678634448,9.0,3,False (lost)
157,0.004265823704965532_0.004265823704965532,TG101209,0.1799024271184116,0.98,False,0.99668224,False,0.6070392205850994,0.7539164394946994,13.333333,3,False (lost)
158,0.004265823704965532_0.004265823704965532,TGX-221,0.7233784097325306,0.0,True,0.0,True,1.0406390198616176,1.0776400554336167,6.0,3,True (gained)
159,0.004265823704965532_0.004265823704965532,TMP195,1.2426069160270168,0.0,True,0.0,True,1.7726087256849659,2.022350960785827,4.6666665,3,True
160,0.004265823704965532_0.004265823704965532,Tacedinaline (CI994),0.37370189422494354,0.0,True,0.0,True,0.5381227672945764,0.4222840658071215,6.3333335,3,True
161,0.004265823704965532_0.004265823704965532,Tanespimycin (17-AAG),0.44573864291307036,0.0,True,0.0,True,0.46049742598201465,0.19499663449387095,9.333333,3,True
162,0.004265823704965532_0.004265823704965532,Tazemetostat (EPZ-6438),0.8519905352889334,0.04,True,0.9377063402093107,False,0.7834160588983995,0.4345820079507778,4.6666665,3,False (lost)
163,0.004265823704965532_0.004265823704965532,"Temsirolimus (CCI-779, NSC 683864)",0.3802415731882733,0.12,False,0.9911720702289156,False,0.5520571470912449,0.44361314643712885,4.6666665,3,False (lost)
164,0.004265823704965532_0.004265823704965532,Thalidomide,0.49979816695097107,0.02,True,0.7568774185023381,False,0.6941366983909472,0.6082156552738353,7.6666665,3,False
165,0.004265823704965532_0.004265823704965532,Thiotepa,1.458443717184619,0.0,True,0.0,True,1.4417820418033636,1.1448607918650209,8.666667,3,True
166,0.004265823704965532_0.004265823704965532,Tie2 kinase inhibitor,0.5923209607785709,0.22,False,0.9940970418964129,False,0.8698314750905568,0.8670824148454547,2.0,3,False (lost)
167,0.004265823704965532_0.004265823704965532,Tofacitinib (CP-690550) Citrate,1.841585501360656,0.0,True,0.0,True,1.2003547868299929,0.2788644977422422,3.0,3,True
168,0.004265823704965532_0.004265823704965532,Toremifene Citrate,1.3811859108496556,0.0,True,0.0,True,1.5607612181621475,1.4600769509175517,3.0,3,True
