,63(mod)_pBA580,Gal4-4(mod)_pBA582,IER3IP1_pDS002,SEC61B_pDS033,ASCC3_pDS052,DNAJC19_pDS026,HSPA9_pDS088,HSPA5_pDS017,YIPF5_pDS186,SAMM50_pDS156,TARS_pDS405,XRN1_pDS411,GBF1_pDS043,TIMM23_pDS284,DAD1_pDS499,SEC61A1_pDS032,AMIGO3_pDS434,SRPRB_pDS404,SRP68_pDS403,UFM1_pDS040,TELO2_pDS496,FECH_pDS494,MRPL39_pDS498,IARS2_pDS091,SCYL1_pDS160,DARS_pDS495,IDH3A_pDS393,DERL2_pDS042,SEC63_pDS218,TTI2_pDS408,SYVN1_pDS442,SEC61G_pDS440,SPCS3_pDS402,OST4_pDS353,ATP5B_pDS055,SLMO2_pDS433,FARSB_pDS390,TMED10_pDS036,PSMD4_pDS488,EIF2B4_pDS491,SLC35B1_pDS046,EIF2B2_pDS463,ASCC3_pDS051,DDRGK1_pDS041,GMPPB_pDS391,SLC39A7_pDS219,SRPR_pDS482,TIMM44_pDS430,SPCS2_pDS401,UFL1_pDS410,PDIA6_pDS029,IER3IP1_pDS110,YIPF5_pDS226,MRGBP_pDS124,SCYL1_pDS159,P4HB_pDS397,MANF_pDS027,PTDSS1_pDS478,TTI1_pDS407,DNAJC19_pDS074,MARS_pDS394,SRP72_pDS505,MTHFD1_pDS395,EIF2S1_pDS386,DHDDS_pDS383,NEDD8_pDS396,TMED2_pDS175,GNPNAT1_pDS506,CARS_pDS460,STT3A_pDS011,HYOU1_pDS089,ARHGAP22_pDS458,SEC61B_pDS162,CHERP_pDS024,SARS_pDS467,TMEM167A_pDS038,KCTD16_pDS096,SEC61A1_pDS031,SOCS1_pDS479,AARS_pDS381,SEL1L_pDS373,IARS2_pDS090,EIF2B3_pDS508,HSD17B12_pDS087,DDOST_pDS382,CCND3_pDS006,QARS_pDS510,HARS_pDS466,ATF4_pBA608,HSPA5_pDS371,COPZ1_pDS462,CAD_pDS468,PPWD1_pDS398,COPB1_pDS065,GBF1_pDS044,EIF2AK3_pBA572,*
DARS_pDS495,0.08190707049947225,0.07403631740819192,0.10154898534081876,0.09095080867568754,0.10255422514047377,0.06495699759681552,0.04924956720401436,0.078672090044902,0.07944813639548422,0.10047587313900679,0.07456284993086233,0.07966597076923097,0.0670319695252049,0.10292417396312423,0.07856870421362615,0.0758656228408481,0.09154385200932381,0.07687309507153134,0.08304317763627436,0.06394229988909336,0.06528840822682166,0.08658949936403791,0.08674383950058841,0.05928096283087233,0.07585084598747148,0.0,0.09767598132882382,0.0947060850481379,0.08328651527121593,0.082176132837917,0.08134712514781975,0.07503486253638408,0.0820676305070703,0.07428680565464164,0.1004284041189916,0.0872138883852416,0.09973065567345625,0.08414888751551511,0.08432069221232351,0.09453480533589352,0.06889239752699179,0.09464970103086331,0.09778358600131906,0.08733281477775992,0.06802621521343767,0.08211417512525726,0.07525188811814214,0.08919831663058787,0.08265707124985926,0.06974564062512335,0.08021531056407188,0.09763894921177657,0.07723615487749767,0.06634538995080572,0.08016496142636809,0.06734668396322288,0.06185356250689827,0.07612090640084027,0.08851024491102212,0.09409458064483235,0.09455891125324739,0.08070238334935696,0.09107139185190895,0.05358968897044158,0.08025457616197858,0.11251605247569613,0.09514360672607745,0.07846016977608519,0.0479110259029513,0.0793801099882483,0.08115357471858674,0.07792167063245169,0.08063791877264567,0.08577950188781619,0.06946963887503106,0.08501806202613957,0.06896218021540178,0.07226533257612885,0.08952983646085738,0.07477010985852185,0.06539348034094543,0.06592844254264736,0.07217362619312968,0.0849718504174706,0.09680100808182779,0.07669091746236317,0.056485155470108045,0.07016923755821801,0.08802338639908104,0.06663976613925547,0.07424502912293406,0.08345244579681489,0.09254894420225776,0.07723955979807866,0.06094263543734926,0.07831660730970784,0.10460372724138044
IDH3A_pDS393,0.08463859190484344,0.07408861931039526,0.1071118596656847,0.07717625522887336,0.08399334501832599,0.06631238667973205,0.044407874680710904,0.06103761278122281,0.07674254122406549,0.09332257603210559,0.07169957612400053,0.10611336318723764,0.06637540931718389,0.07231561167124276,0.0877781172288759,0.05944014080060771,0.07524934360600496,0.08924017614417595,0.06675718264785467,0.09395734271364481,0.06874182017505687,0.08776309863351274,0.09680236639780015,0.05367035774829629,0.0753802751863243,0.09767598132882382,0.0,0.09531294695936111,0.08681495769155448,0.09016626407607217,0.09384832350272251,0.06357922857362706,0.0751569178468268,0.08398089495876683,0.0734868558389033,0.059968133937226546,0.07337708931417232,0.08396484110501579,0.09285944657551189,0.07565373325774434,0.09653920072369368,0.07846039482568179,0.10186646812366053,0.10399435420754755,0.08173273889237993,0.11207891007684848,0.09094636770826854,0.07838940848545095,0.09031302833462938,0.10413388323590556,0.08352178222751434,0.07378298714455865,0.09173600050137243,0.09376398223111723,0.08269469189800246,0.081114869240403,0.08107939023991022,0.08003759990979555,0.09930216648633391,0.07580585812497609,0.09505650143735905,0.0954490106544175,0.11968141192342094,0.0470157373428792,0.06651359149821595,0.08559583574627684,0.08249840676862491,0.08741302169508958,0.04025317528792755,0.08914978306603746,0.09216963837640679,0.09654875414404115,0.10712860201507607,0.07478311429554016,0.05501584909532751,0.09204831529946762,0.07499520474372565,0.06918971401845621,0.08885541984393393,0.06306817226215633,0.08991813472887304,0.054224478861856176,0.05649457045728229,0.1004359644885409,0.07060778924478327,0.0997232723511482,0.04643473439085174,0.05710839362753911,0.09001042964512763,0.05989533246433329,0.0679142926080906,0.09798199951553196,0.08395150399045033,0.06038583232734432,0.05775879465298991,0.0633559127523486,0.08462457389678339
DERL2_pDS042,0.08074115906627433,0.08944460881896722,0.12346518312176516,0.10798868666047653,0.0967587016733341,0.07384685230724591,0.05145936986180112,0.07583351716439574,0.10641178042673394,0.10446626572393357,0.0970001328727148,0.08264632137148312,0.0795470605240253,0.08948612177510458,0.09942037300731403,0.06911693590573985,0.08949278236977816,0.08275846823679454,0.09143025252785085,0.08190367584351899,0.07093957093633706,0.09948135385476732,0.10014416213485826,0.05897380026520846,0.0983816005965367,0.0947060850481379,0.09531294695936111,0.0,0.09472001626000104,0.09795493539907887,0.08759081851628661,0.08974642492746336,0.08562456873644801,0.08353229055870363,0.09201023805749572,0.06881260634011432,0.11390675864584889,0.09572480722936146,0.08846981922935862,0.08448178282283733,0.0878859677254149,0.0916863106732723,0.09903059209500907,0.09247486681546159,0.08554166583929199,0.11411103363888493,0.08508421810961768,0.08509200234839741,0.12413742965330044,0.08638692263826722,0.08787705283191946,0.0898754230391148,0.10545130838231975,0.08662333060200482,0.07915709079554255,0.07910681881249147,0.07826636829919595,0.08814713570338495,0.09350831565048459,0.08311555061739238,0.10357445306708676,0.08173302098976491,0.08180037155810295,0.05211515563756161,0.07612150464573422,0.09908718501202407,0.08080743872878772,0.09921176515961953,0.042627711999599756,0.08461775102080564,0.09042204439716259,0.10438944844707827,0.0992620755879442,0.11060063898799807,0.06141962303057316,0.09919382790595316,0.07769643859920845,0.08116626373016642,0.08741034199916561,0.06846305651546584,0.09548240625822278,0.06860243141084571,0.06682259614613084,0.09512061306601668,0.0727047694691838,0.08244516976123265,0.05684829690839748,0.062095002446197645,0.08490523483833257,0.06809187671217717,0.08030933309872121,0.09297076538589656,0.09498064746867049,0.07738300581073479,0.06272477822439926,0.07876756078398049,0.08531523500748629
SEC63_pDS218,0.09331513892300797,0.08805648564737072,0.09094000629210135,0.07324297382658822,0.08180663601950859,0.04711727602161592,0.03903216405414525,0.055363354808044316,0.0883674383989958,0.07083872770137856,0.07713857026172428,0.09325971784000239,0.07413876820311109,0.06792419842654544,0.08533720643083208,0.06079820002700212,0.07099247488046666,0.07312498791599839,0.07720426474959563,0.08443522077372431,0.0678151504624924,0.0720912239572483,0.08446998208078144,0.0426980041218177,0.08300788841265479,0.08328651527121593,0.08681495769155448,0.09472001626000104,0.0,0.07481625973459972,0.0782445887517559,0.07734799438891019,0.06684968610979962,0.06103710370768358,0.07651783629476232,0.046337690875382635,0.08180036624922103,0.08649751032993909,0.07075676210399737,0.06801920243033471,0.09375241881837687,0.05620260861551595,0.08118287362413289,0.09730263025317092,0.07737833731906078,0.09032572760848265,0.09303245781625169,0.05696339392102241,0.06823642240514496,0.09920018932619941,0.08410627696331226,0.08580059044288738,0.08705900407985938,0.08601934833372574,0.07346100347825632,0.08234019422086408,0.08821122718312016,0.08277507407279189,0.08685122916861146,0.0646182871567991,0.07928108187111498,0.08795969209344913,0.08903417819982079,0.04224895016429895,0.06523705539490701,0.06944270545159607,0.09418608954531858,0.10187967127368532,0.03404627851601735,0.08210253550284666,0.09567407848748569,0.09417568390654728,0.09837045658977513,0.08407395035380752,0.048930240207855885,0.09392169520525613,0.0781423109565723,0.05668848730101239,0.08519832618514517,0.04640142540095282,0.08888566928353785,0.05143484642984056,0.04667799597354731,0.0759450453147178,0.06438427712693046,0.08427259038688385,0.03893522177257125,0.05213968700472993,0.07692571251586473,0.04491982553655401,0.06255314103243621,0.06833989703471424,0.09079716533428499,0.059005456666217364,0.05012325720474275,0.06766804371404823,0.08598497114725027
TTI2_pDS408,0.0805435513252479,0.07481240477553204,0.0993151586517384,0.07878385739527373,0.08576468657056979,0.06506409257395504,0.04278762541873207,0.059645574032495076,0.08908392751784397,0.0792953458596592,0.06881739961024036,0.10311794722032652,0.07571795575285643,0.08501037876033395,0.07868224943331008,0.04953320706680315,0.07058101339293299,0.08025706904990573,0.06923447500446359,0.07025685413873611,0.06642523441532502,0.079871565085571,0.08784573008246485,0.05323811778740313,0.0782853096380392,0.082176132837917,0.09016626407607217,0.09795493539907887,0.07481625973459972,0.0,0.08926090982152533,0.06328120515294429,0.07910121415489439,0.08856293067595349,0.06764999981046615,0.05665821876211515,0.07670491456921873,0.07306607417637231,0.09422416682596135,0.07334364010173951,0.08097947633189923,0.08566021627998129,0.09530317942712128,0.08358632647509326,0.08607387377087429,0.10644845544547364,0.07973566289668424,0.07758487083074433,0.08987600949616574,0.08778766107998161,0.07564986158307482,0.08493243306451963,0.08630059869395948,0.07724381443150202,0.0686339252468582,0.06883476314209888,0.08073371246019811,0.06712220461885321,0.09782149908234739,0.07319182030230746,0.0851517707448933,0.08132286262351442,0.08192735515131158,0.04066162593438475,0.06960769045708391,0.08712434681121996,0.09143268724778286,0.08681582182204577,0.04362367763917523,0.07380565840751782,0.09191629534005531,0.07408184051496217,0.09059128248816117,0.08585628623229857,0.05765223748972823,0.09002349107233192,0.09001277312054944,0.07064512233493413,0.08325277346910147,0.05902772658469057,0.07715087698470197,0.0632269736443393,0.053319471759388656,0.09114006947228194,0.07304687378843235,0.0736421621107221,0.04935097734926514,0.047535704194472346,0.07415212569290991,0.05340142908822722,0.06822347583001469,0.08824206114781355,0.08456721503465506,0.06607193299893176,0.06706137409407259,0.05891685683739347,0.07314783602314495
SYVN1_pDS442,0.09383196878605664,0.07915200587899528,0.09120921399192021,0.08563946674858483,0.08771381103105161,0.05033174537367827,0.041223391125778976,0.056687073351751154,0.09688977910684207,0.059462727337200004,0.068604235901456,0.07944397055468777,0.07788907141882988,0.05540745313459355,0.09985425234177023,0.04983677191131942,0.08942549083334707,0.08303682191415433,0.07460834275205669,0.09671741762249159,0.07662913043440095,0.07911674878390901,0.0824455910820278,0.041943533820941875,0.08330095880310903,0.08134712514781975,0.09384832350272251,0.08759081851628661,0.0782445887517559,0.08926090982152533,0.0,0.07705563853684501,0.06713952340916257,0.07549863669970154,0.06544427091752336,0.054357324701348186,0.06625859217344847,0.09391289838809579,0.06857229094146121,0.07745998195332963,0.07180939152171442,0.05793998563632202,0.08165465176238208,0.09561854662729419,0.07523704824174451,0.086359663971604,0.08428642480130707,0.056478946693055226,0.0890500495595975,0.09820664998069918,0.07737733224612763,0.07300796070440715,0.09639121250302556,0.07805918688811046,0.07675304554389634,0.0864677610268058,0.08195060289419036,0.09641352864238471,0.0940113140770188,0.053883196219870644,0.07240373407131107,0.09136868220372751,0.08343454800692914,0.034739244538773764,0.05445371541920769,0.07678705900726748,0.09132369908590936,0.08743021089023867,0.0350027360697452,0.09364844220979085,0.08849991555278479,0.07969111972328544,0.09631267588070899,0.07990432564176575,0.05374226167140032,0.07329959871900832,0.07613464166848612,0.05669664228293888,0.0849008327417253,0.0433154516527067,0.10212384518503642,0.04993237787261881,0.04399981706066724,0.09440958471851667,0.06716286227765275,0.08434971887634131,0.039838112971264585,0.04902898486280915,0.07688263729428124,0.04812928641227263,0.07109681588788036,0.06795421434191218,0.07545632734932514,0.05454638619966048,0.04947439711663128,0.06770096744248978,0.07654630125239849
SEC61G_pDS440,0.06563018969250732,0.07865910137934885,0.06327569846453668,0.06539410115379736,0.0755435212856925,0.06937295946285778,0.04970255170683264,0.05083877821991134,0.08111064926031006,0.07562497588693806,0.07171000699501427,0.06472887232216123,0.05587230512212737,0.09035191521860193,0.07213002122677255,0.06187145549353091,0.0678832976751616,0.06129970840127178,0.08030182552050888,0.060111562727984846,0.06423280064130464,0.07583524965232652,0.08747447786821676,0.04893529772777156,0.08478419969914452,0.07503486253638408,0.06357922857362706,0.08974642492746336,0.07734799438891019,0.06328120515294429,0.07705563853684501,0.0,0.07333281329886572,0.06016308985850527,0.06790159711214233,0.05481422025654611,0.0730813724281701,0.07748014846903047,0.08159536423589031,0.08024799550173647,0.07695624044689264,0.0791911060780123,0.08764401813181799,0.08377510707053196,0.09352510975403154,0.084037896659596,0.0659265158210337,0.07253736671328176,0.07579354818277753,0.07829030835820729,0.07477646209827096,0.08272535012236995,0.08367878012211413,0.07236210095935244,0.07766694336329005,0.06610368548449137,0.0681808781486358,0.08324081766152794,0.09312964958582265,0.0693422675240423,0.07944425977094983,0.061293767074010644,0.08590595747356775,0.04908044530337744,0.06259274434177059,0.09940016848096564,0.07095482847707398,0.0753445997367554,0.044092839283197356,0.0808637968451948,0.06315344849521809,0.06864186366250721,0.07308126072153934,0.08677297125749153,0.05864977699551087,0.08416423411465652,0.07291925363767615,0.0691910897997223,0.07076282641497195,0.06709228370622632,0.07880323196029355,0.055949969723631275,0.05785714509032759,0.08888071927588494,0.07829188961251898,0.0686427813598366,0.050221417755898654,0.06218277155691292,0.07021585527151253,0.0675560088982084,0.05728071271767658,0.08333676084274355,0.08863075323824514,0.06289504655460548,0.060726584809194184,0.07740832236994148,0.07748722040304641
SPCS3_pDS402,0.07532734291545885,0.08443495912449549,0.09237949442038697,0.0893627504670334,0.09175514758432389,0.06636569002973511,0.052399331999585394,0.07408049263085252,0.08328436162927152,0.07701599032792374,0.09093245941698108,0.06907366116140652,0.07934091653991163,0.06814839872847311,0.09593791790494809,0.06340449624277396,0.08160026484695171,0.08707108047094832,0.0841826157388338,0.07690746900072006,0.06643537729364185,0.0913964047446568,0.08591170490818328,0.052254331310307836,0.07415100779812181,0.0820676305070703,0.0751569178468268,0.08562456873644801,0.06684968610979962,0.07910121415489439,0.06713952340916257,0.07333281329886572,0.0,0.07339379498431739,0.08506813888847208,0.06703454591159225,0.08930916823864887,0.08647876024442194,0.08263715809412371,0.08854702769009704,0.09744808382656017,0.08005560996391996,0.08527335509302204,0.07960689601512684,0.08251274444770247,0.07814293173014912,0.0962431027773808,0.08067577125593185,0.08859465386600021,0.08057205558156445,0.08695349412024972,0.08370409547766462,0.07672923790402147,0.0871406051022559,0.07924058329220378,0.08772341503036642,0.08213614782536593,0.08810875217651049,0.08671461153017072,0.06416818859296593,0.08922928511646476,0.06231256686912737,0.08703421819517271,0.049402940737709164,0.0728595340329209,0.09277346948361283,0.08319719958753066,0.08079514931909805,0.04577518921089745,0.07848217132139727,0.06734764399871537,0.07872787145897132,0.08326084692893851,0.06903617153026023,0.06126651469521638,0.06512273246681527,0.08839267567222553,0.06292532950676354,0.06429350279799444,0.07202986189234004,0.0748002265217647,0.06668244981491915,0.06713377762314456,0.07889392777776776,0.07810151216850139,0.08716786050423453,0.056355121130429196,0.06298186148980861,0.07261205957705531,0.06060330393560729,0.078269838340966,0.08119204687427517,0.07927484382084096,0.07783699073241883,0.06635432178254867,0.07116928518589961,0.08075266024017405
OST4_pDS353,0.07117369915481138,0.09668983456542159,0.09876576706792935,0.0984389552485837,0.09826476270235804,0.05838425829026929,0.03766434335159204,0.05237648810956062,0.07887076025729539,0.06794879638542056,0.0639200523653411,0.09350611587228291,0.0679660527578574,0.07391143215642407,0.07883158853690718,0.05825151018075349,0.0818308232657514,0.09184336598732548,0.07106393081948387,0.07781071854811154,0.07043413213552574,0.0708906002602716,0.08110422495622173,0.04745023008817438,0.08368574922300029,0.07428680565464164,0.08398089495876683,0.08353229055870363,0.06103710370768358,0.08856293067595349,0.07549863669970154,0.06016308985850527,0.07339379498431739,0.0,0.06032852144071261,0.06826696089180846,0.06441909547869717,0.07706680172009062,0.08288838044872329,0.06504923895924883,0.07311153690807906,0.0689320594237541,0.083698685032434,0.0674947137085187,0.08224299159154883,0.06770966809097263,0.08222565485064051,0.075155549067934,0.09021520506473892,0.09017408681750184,0.06751107024071996,0.08461707290031864,0.08225161892338126,0.0698068512718152,0.0707768703766422,0.07588221620768731,0.07382821463894161,0.07873924165756033,0.08558126589040255,0.07443741053558232,0.07800276445953155,0.08267682456594228,0.09681883945366922,0.04359972174805118,0.061314572658816166,0.08004332144409593,0.08135646939188153,0.07701163557553502,0.04268330394559622,0.08157230458335445,0.08651918372263988,0.06970308341449587,0.08620221105882409,0.08386352152736229,0.05175968803726628,0.08730760399939154,0.08008139866111505,0.05873642752821888,0.06240092407439138,0.05124661911491749,0.0852086943122876,0.061974137848194145,0.05598798086849369,0.07505829743090309,0.06009334986687688,0.09081529143949138,0.046478106274337884,0.05250724633661994,0.0694029583836832,0.06313098436418679,0.05970261435221186,0.08140853952400254,0.07075638014316636,0.05988996280261663,0.05032093430026099,0.07187270013159641,0.07759255517024843
ATP5B_pDS055,0.07164877888988795,0.0707883328636898,0.09415274687972248,0.07721987202253634,0.08886347751362655,0.07134296779472321,0.05197138225491119,0.05869328642376315,0.09104654649402771,0.09820608581508272,0.09123470496005988,0.05849960168683206,0.06721290554262559,0.08998043821672719,0.06818639829764224,0.06780787650444027,0.07611977560920681,0.06751497682884625,0.07504885636522846,0.06796547469023886,0.05578627402639086,0.0749268177261905,0.073988938193601,0.058333458803502755,0.0775866809550154,0.1004284041189916,0.0734868558389033,0.09201023805749572,0.07651783629476232,0.06764999981046615,0.06544427091752336,0.06790159711214233,0.08506813888847208,0.06032852144071261,0.0,0.06342735633360827,0.08510312833956987,0.07751334172896666,0.06663960023624832,0.100254110754212,0.06727395596935712,0.08324092697790858,0.07638946323190533,0.07251026704956567,0.07028790503852358,0.10074603324270993,0.07719850285422236,0.07502956830124428,0.08404748519472408,0.0709254273579629,0.07897330537767651,0.08161449253309526,0.0839643172913286,0.0662504632431297,0.07644620227598196,0.061981337969367695,0.05927890197581735,0.07524131171844059,0.07436067540214296,0.08762974320416501,0.10353643030915109,0.059735501277317374,0.0896895319004954,0.048273340052576,0.06547547128618701,0.1003155824525019,0.08833812949909577,0.0750222808357209,0.043952545768527335,0.0761492203231192,0.07253822447825166,0.09538207565939334,0.0765215173993143,0.0837640137408627,0.06702110492162776,0.07946044323763374,0.06685933464300832,0.07615631077603398,0.08161260263798276,0.06919854189586964,0.08427624123817395,0.06168992895316212,0.06134674476472214,0.08910410301917676,0.07655885004274446,0.06151649220169162,0.05241411338850666,0.06134152839004627,0.07810720112496101,0.06306459915395511,0.07051013126389863,0.07707887957397833,0.09621406155147853,0.06989957428514881,0.0667549421536266,0.0739812455320033,0.09003446786021554
SLMO2_pDS433,0.055005598372212305,0.06002042507510118,0.07814250617581239,0.0697874543219567,0.07479604868039405,0.07273253587690735,0.0431857171738013,0.06446161590988866,0.06012237477385543,0.08359257382221733,0.08085085828069784,0.05378661764773942,0.043609725350086156,0.06975415211160578,0.07622488119599302,0.06929697358184596,0.06126335819887099,0.06050109400747272,0.06818774810821077,0.06125920161205629,0.06495972510610816,0.05836401103682243,0.05900554642886798,0.05920339441453522,0.05629225365567121,0.0872138883852416,0.059968133937226546,0.06881260634011432,0.046337690875382635,0.05665821876211515,0.054357324701348186,0.05481422025654611,0.06703454591159225,0.06826696089180846,0.06342735633360827,0.0,0.06841656522795446,0.06898756963376744,0.045028898136514936,0.0792278010809437,0.05173590031201986,0.061086805323671084,0.05759627940605238,0.05252440427249472,0.05506150022545052,0.06893459537390834,0.054508292215463355,0.08230562122125616,0.06085294592918865,0.04790812209214634,0.05857551608647371,0.06340529700247664,0.060932892755651676,0.051945724352385425,0.060367846935210696,0.06251897685467218,0.05365620945630515,0.06379716296731446,0.06508499176941257,0.07938063836042099,0.07476995562174338,0.049726875621344716,0.06442577473223936,0.0452168950191542,0.06399807268257456,0.06344854714517281,0.059747136927310485,0.053609821324694405,0.03983111722063349,0.055887840617488346,0.05477755251756237,0.06241848367800516,0.06252527989051404,0.06008978612565811,0.06081870978561287,0.0678024544674793,0.06321716020462681,0.07180775782945988,0.0584657990677144,0.06292537491155918,0.057788569150716854,0.07175558977302392,0.05635160166840961,0.06713280727437096,0.06545497334186326,0.05301534182604983,0.05611132390032633,0.05754488898323387,0.05345879560970332,0.06754261999164457,0.07313467249016548,0.05505876341725207,0.07784452376062853,0.06477729504580973,0.06526942006333837,0.06509246523916076,0.06507940551597709
FARSB_pDS390,0.061132556218005916,0.07598818514407495,0.09499168817953066,0.07868414317494059,0.08532281915550124,0.07480889328763143,0.04838048400065139,0.0653090663394628,0.07044126612576573,0.0994830458485477,0.07140278178395763,0.06610136729877815,0.06763363551808282,0.09586823716153206,0.08878028191459213,0.07293862002235824,0.06803834530564322,0.07123944356652949,0.08072846365280086,0.06230797769406208,0.06004082324590279,0.08442655487140693,0.07449572280737772,0.058390681621538126,0.07299768381932774,0.09973065567345625,0.07337708931417232,0.11390675864584889,0.08180036624922103,0.07670491456921873,0.06625859217344847,0.0730813724281701,0.08930916823864887,0.06441909547869717,0.08510312833956987,0.06841656522795446,0.0,0.08448638151393655,0.06826431595281501,0.09062638634608727,0.07343761591859832,0.10220069316384837,0.07550644166997625,0.07713839090436267,0.07146243338095588,0.08866450372900839,0.07502831614219302,0.09154094447401674,0.08111220016465395,0.07047326146361939,0.07518309410900795,0.08512907377075046,0.08903186934678493,0.06204571120724081,0.06725533193014194,0.06060325395461033,0.07091434485432577,0.08765342472099952,0.07307356926454817,0.08670011627964642,0.0950855680391319,0.06983455368475745,0.0982383216863339,0.047444168127876774,0.07481338626112852,0.09263610040413597,0.06311975404512474,0.07571670715647272,0.04059769149376708,0.06523445268688724,0.07232205780183189,0.0876841487084217,0.0784315290211707,0.07754006452942222,0.060537970982643366,0.08281404792184106,0.07373812811061109,0.08461103888357967,0.0886578140378162,0.06461315701145606,0.08029354462292458,0.07083422717408375,0.05955602085195449,0.07803723067388525,0.07679855204286178,0.06166428334584583,0.05388445811435173,0.06157551251152075,0.06717926150082901,0.0628537648653529,0.07540060612777211,0.07282118018212545,0.09617900550313652,0.07312512956706049,0.06478055155380893,0.07753867324297019,0.07943260977427762
TMED10_pDS036,0.09137481959533045,0.08495579581312253,0.10932856095466367,0.10512512312506192,0.08950428631358347,0.062393481315717286,0.04788743187251443,0.06025462496575874,0.09406059302438421,0.07660890636205656,0.08796569666207009,0.07642433871908698,0.06849026865804733,0.07678979566882636,0.07535122320064834,0.06466935898197705,0.07588661586755069,0.0804907897443297,0.08502448718124167,0.08323335681505775,0.08709387458954117,0.07818821261112871,0.10048545275571721,0.04950319590596723,0.0881457037863302,0.08414888751551511,0.08396484110501579,0.09572480722936146,0.08649751032993909,0.07306607417637231,0.09391289838809579,0.07748014846903047,0.08647876024442194,0.07706680172009062,0.07751334172896666,0.06898756963376744,0.08448638151393655,0.0,0.08689833212480459,0.09390338683908822,0.09001709969416949,0.08520999570396298,0.08592525669844125,0.08692302580951584,0.08825650950461228,0.1018569346162658,0.09085133876343715,0.07739798294498633,0.08756440555659877,0.09282563431310528,0.08533042118994283,0.07702762204735579,0.09995906057484522,0.07716932338681154,0.08409118060979237,0.09669681260188029,0.07729449400365225,0.09008695213780707,0.09825583476046458,0.08293712195685468,0.08390155279489536,0.09065742492636417,0.08497058906072677,0.05119349536869034,0.06705842630217972,0.08132579953358965,0.09264144244412952,0.08871035170608867,0.044298104683892434,0.0856016932157735,0.07910005085226866,0.07311081071475752,0.08667593706948201,0.08345907238539191,0.0600449505823044,0.09428183577946722,0.06700814149803186,0.07796475630401305,0.08579140974884437,0.05794232325840513,0.08526019529370638,0.06640030976820509,0.06164631839716652,0.08312507802621731,0.0698308160369334,0.08822808383035026,0.05362196970971943,0.059597380919506907,0.0895207269833392,0.06178313048018439,0.0717412093385549,0.0971956420183321,0.08812916161404886,0.058899035699874036,0.06359707274451751,0.08382211014324131,0.09590572303323082
PSMD4_pDS488,0.06859005327066968,0.07538079582362331,0.08400615918120652,0.08001503116177457,0.08073767264009914,0.044753321499217416,0.03465377257579384,0.04915233875482922,0.0737360214034633,0.06309997535940366,0.09096089769048923,0.08452379973777988,0.0723030819565878,0.07952631392462418,0.08398971828843439,0.05170307064307707,0.08068512600447383,0.08632647455649946,0.07087484540527324,0.09446490843424905,0.07367364572615251,0.07827347719209912,0.09334778517300824,0.03931589091042437,0.08668458051367335,0.08432069221232351,0.09285944657551189,0.08846981922935862,0.07075676210399737,0.09422416682596135,0.06857229094146121,0.08159536423589031,0.08263715809412371,0.08288838044872329,0.06663960023624832,0.045028898136514936,0.06826431595281501,0.08689833212480459,0.0,0.07410850651633986,0.07736480905139,0.05891948381621488,0.07566012952865063,0.07288113690690892,0.08098239427311739,0.11030997736304268,0.08620284758873964,0.05684439672187251,0.0905363803518014,0.08954120087585823,0.08471999503574382,0.08485408005410074,0.09931340102651742,0.0669966974389779,0.07702347457716364,0.07570299462051619,0.06784238270453288,0.07884635952489712,0.0849821453001092,0.06637331757336035,0.07190182326055136,0.0820428497268065,0.08509225150899588,0.030586886194468532,0.05822317674652228,0.06390712371296552,0.08238920639466275,0.07797188188883492,0.030796243287960507,0.08110568773861761,0.07471780085720268,0.07881471434688939,0.07777057129372665,0.0759108274524762,0.04256774328360544,0.08584095134883146,0.07171098371154949,0.05052346455452088,0.08455757695045298,0.04176492984540788,0.08789367260184919,0.05868068997541344,0.04350152487874004,0.08057103859912576,0.0803663940866534,0.07206252410493318,0.034846152582068746,0.041950014554057814,0.07053963474596743,0.047167116514139885,0.05574870449634997,0.05492338226123025,0.07355333141362545,0.07426648736035521,0.04977719569926297,0.06808426195914599,0.08380136097755908
