perturbation,IFNGR2g3,IFNGR2g4,IFNGR1g4,IFNGR2g1,STAT1g3,STAT1g2,STAT1g1,JAK2g2,JAK2g1,JAK2g4,JAK2g3,IFNGR1g2,IFNGR2g2,IFNGR1g3,IFNGR1g1,CD86g4,STAT5Ag2,POU2F2g3,UBE2L6g1,STAT2g2,TNFRSF14g2,CAV1g3,STAT3g2,UBE2L6g4,STAT3g1,ATF2g1,IRF1g2,CUL3g1,CAV1g4,STAT2g4,UBE2L6g2,CMTM6g3,STAT2g3,CD86g1,PDCD1LG2g1,CMTM6g2,PDCD1LG2g4,MARCH8g1,CAV1g1,POU2F2g1,control,BRD4g4,BRD4g1,IRF7g1,POU2F2g2,STAT5Ag4,IRF7g2,CUL3g2,ETV7g3,ATF2g2,ATF2g3,NFKBIAg2,STAT5Ag1,STAT3g4,PDCD1LG2g2,MARCH8g4,TNFRSF14g1,STAT5Ag3,ETV7g4,BRD4g3,PDCD1LG2g3,ETV7g1,ETV7g2,STAT3g3,IRF7g4,MARCH8g3,CD86g3,ATF2g4,TNFRSF14g3,CAV1g2,CMTM6g1,MARCH8g2,CD86g2,STAT2g1,NFKBIAg1,SMAD4g3,SMAD4g2,SMAD4g1,SMAD4g4,IRF7g3,IRF1g1,NFKBIAg3,IRF1g4,IRF1g3
JAK2g3,0.48219545471790903,0.46890703583787885,0.42759711490886915,0.606368700396294,0.5238173597235136,0.5392468991785134,0.6404040451867314,0.6554237016473986,0.5786211632692458,0.6645787967137394,1.0,0.372181812249023,0.5103171642070377,0.36801778479792907,0.454819564197246,-0.24039587751786776,-0.15337383789741574,-0.15865098036596334,-0.22084494700273097,-0.12666280679677835,-0.23029944789727766,-0.21936354821761786,-0.19460356750425217,-0.369408582443909,-0.16166005197689912,-0.05612269391466263,-0.22646333497661975,-0.14534014654162075,-0.3453278411784313,-0.2265031907350655,-0.2617130465305906,-0.10239219401097291,-0.2337624707801348,-0.3327060538416174,-0.26026327252871734,-0.20736441831065516,-0.3258143374947225,-0.15143722873577234,-0.29580682467393854,-0.17037645412005664,-0.19790446116417468,-0.2744504188726763,-0.30912932989048986,-0.24318310392781967,-0.14269317434268844,-0.2595787891303426,-0.26859263907958775,-0.38127438303403266,-0.24133654906994284,-0.2541795010477447,-0.129970951018381,-0.3893094778453172,-0.16156564002910492,-0.07100860894820465,-0.12545481386879206,-0.09595393560318115,-0.19710136171892098,-0.31355767561155146,-0.3167856673895291,-0.37737850475279305,-0.1008032854802839,-0.19365290300368074,-0.09894108913040003,0.03666532822616925,0.08408472678935841,-0.01429945757869465,0.028374750260263575,-0.06441340521256537,-0.06475645115592864,-0.008238114503229234,-0.01683045407847124,0.01714856822804594,-0.11111800228043792,0.1057919893523731,-0.17709525543174462,-0.04812463878497841,0.07562841414051788,0.06911653654432759,0.05784077224991682,0.026123888054926894,-0.13292429180042845,-0.1365633865329759,0.03123304269752388,0.054010457485594646
IFNGR1g2,0.2263525071944873,0.23250817953987588,0.20764161126041492,0.3892391978900378,0.31051323904293576,0.3750084958277548,0.17040950457819704,0.41968879998501585,0.2461210101894133,0.3548790860361489,0.372181812249023,1.0,0.25048596495555514,0.2906070750639145,0.38302799511591445,0.03712088400069379,0.05521791380453697,-0.030864378327976824,-0.014463133839386558,-0.013031132390896719,-0.07143267358780893,-0.260218423035126,-0.16460031672328132,-0.20079619037767804,-0.009210973531675421,-0.10813812594372471,-0.027332651470466814,-0.06158704217047463,-0.051906987674123516,-0.043367026810780154,-0.1402749632444626,0.010912854704798644,-0.009203709407235609,-0.18680684493832422,-0.08089857699314072,-0.09673249135309674,-0.08669310323497166,-0.0681122552726013,0.021826211416218048,-0.09355590398087915,-0.17730763425977228,-0.12007477052209649,-0.08196323772700109,0.1327951181775288,-0.13512470490723283,0.03941407373352128,-0.0806125695179141,-0.1736777923470538,-0.09985041646118645,-0.0699173410686675,0.0006085797137538433,-0.34524226518259876,-0.15781582184495,-0.12907148838785812,-0.24271005470119458,0.05468008905486474,-0.15218368959498113,-0.16677514835372245,-0.3329833379608212,-0.20851406184039886,-0.13302951165547508,-0.12796433694222945,-0.12881654278955712,-0.11828829547921042,0.06586598868858899,-0.12369472188732789,0.03864111367236583,-0.1700927615392293,-0.06042934019720863,-0.17951709411499606,-0.1303413659468993,-0.2648432413321944,-0.25624092849380564,-0.2045583172859951,-0.22771339985392727,-0.12110853120033044,-0.20462694220528943,-0.11439225155652089,-0.14511602059236964,-0.12702887692991857,-0.0859434658474556,0.008894560821033121,-0.01040844273741057,0.09650372824490538
IFNGR2g2,0.3689634574535658,0.34954810070205045,0.33056809518440733,0.37921980919288967,0.36172229050418875,0.36745763930368824,0.36028229142206597,0.4479407516699236,0.4498904810588313,0.5069809149518562,0.5103171642070377,0.25048596495555514,1.0,0.300587460395971,0.3877780706387783,-0.02689895344638053,-0.15267322788868629,-0.11968944672406616,-0.025272959332005213,-0.034167066997644345,-0.09954634350346282,-0.19766294310574942,-0.07226363813249362,-0.3175324600036172,-0.16319071022023973,-0.09535279739440296,-0.049910802379393236,-0.15230134902175543,-0.31200532868060915,-0.2513505089083207,-0.04677143375768752,-0.20008264227314812,-0.1280698065544282,0.0028670384868225403,-0.17537240106320345,-0.09285559112093963,-0.145114229794284,-0.23096666101658606,-0.11494420969070249,-0.22197774141859053,-0.24871875571196977,-0.2382954468202308,-0.21258946831124587,0.023933725069176383,-0.057884815784747086,-0.19112766045856025,-0.019029315991438523,-0.32155178550062247,-0.06992975538596292,-0.23018983882774005,-0.15093283280479242,-0.18630213950982386,-0.2322697000860405,-0.1668849835764131,-0.1502693634575703,-0.08603498692615141,-0.02574300125041004,-0.20803340973135978,-0.13836899556579993,-0.26922195969206647,0.03959146491428921,-0.0005571090604787783,-0.06525844272633477,-0.008666061974099309,0.056890863095094384,-0.008509649700024604,0.061460171384947956,0.10497690179008197,0.1011131948215969,-0.19476110914867342,-0.10552677152770258,0.042457705894510166,-0.2382385556452274,0.07707262241454982,-0.2582270445109048,-0.12634192765634444,-0.09015494749502437,-0.05621562778836441,-0.04543672149154722,-0.0022045715273853374,-0.11455642097823292,-0.15440167493351428,-0.08615502405679619,-0.11837520153974697
IFNGR1g3,0.352106253127887,0.25480364389156496,0.3378991758045865,0.41219993856722903,0.3778689544042242,0.3774387349100548,0.3873445425134329,0.43069723139447413,0.39616627131937265,0.4452177652835361,0.36801778479792907,0.2906070750639145,0.300587460395971,1.0,0.40809318620872687,-0.29890760958814666,-0.19971293887966682,-0.09168004811884913,-0.12450951115432952,-0.009471074667432236,-0.13917154721674668,-0.17749816002344546,-0.036781767142131085,-0.18273821090501274,-0.13835065681928602,-0.06991528600590576,-0.11090285859147551,-0.10787773684610122,-0.1573402401875344,-0.15567819396118776,-0.005389864775256273,-0.04907241591736206,-0.11285002013716769,-0.20234649409860467,-0.10627483840295984,-0.108744757821833,-0.10947717166305042,-0.0792143089931055,-0.12045979669894896,-0.14150367761175217,-0.1086063741428458,-0.08008637874130506,-0.14685478748823474,-0.046866987781412524,-0.12022438344686576,-0.08147922355210321,-0.049089055976635015,-0.1653769958685788,-0.14439981340519478,-0.10771457095905147,-0.13507708044219346,-0.3005037720872724,-0.15095388934944262,-0.185826880778179,-0.1005999477301359,-0.14511670573489405,0.009382933107758552,-0.23106790598712654,-0.44589831655676276,-0.24331954613034,-0.09149491474271905,-0.12667308045260903,-0.052539735786221106,-0.09440551281534496,-0.08890581577501822,-0.10560391239190275,0.17704385740235304,-0.22983795429879678,-0.17311177075294598,-0.08047542411571336,-0.05060038728829172,-0.09363154934696713,-0.13409893965666744,-0.1986358747463708,-0.2025093872190059,-0.13957408129535231,-0.03293271907743113,-0.060998540489480085,-0.01852167893392287,-0.21069390162425358,-0.07363728295862766,-0.13343365044844333,-0.0008878162759071969,-0.012394536088612922
IFNGR1g1,0.36062969813351364,0.4062469763855322,0.43289164286783155,0.4603329135235387,0.5734261071291884,0.43068320557531825,0.49940370962439373,0.5322277890936236,0.5831754425799718,0.5753796995151025,0.454819564197246,0.38302799511591445,0.3877780706387783,0.40809318620872687,1.0,-0.14772279905154057,-0.06411305547628898,-0.17938583410041198,-0.17406407634344265,-0.12332030778380956,-0.07383330852821404,-0.23454808527138774,-0.12211310100567895,-0.1858043627159635,-0.1402646517188385,-0.043117200785692485,-0.12327783078890428,-0.187211952309515,-0.1335308091652206,-0.08970081340377352,-0.2745662502656072,-0.08001796521712712,-0.18654505465627408,-0.20411005988277534,-0.2521647833853532,-0.2026190383843152,-0.18416224746522894,-0.11299863788822588,-0.31380973854323047,-0.1957500996245652,-0.09994035858209319,-0.11259799954039357,-0.14015214110346372,-0.107528963952201,-0.14946904974119063,-0.18117012022113338,-0.16656248858595804,-0.2423857781469576,-0.16653777522387953,-0.11676492729145632,-0.19956919444996885,-0.1638495552743148,-0.12334799732425272,-0.12582744041961158,-0.149289680546062,-0.13803277891050544,-0.1969530638820906,-0.25115593943376996,-0.3437968280329982,-0.313109860298654,-0.19305246339705484,-0.1294936692753231,-0.15721090003527832,-0.03094088591892952,-0.06053589156493324,-0.07745293457562412,-0.004007294472681829,-0.2620917285578666,-0.07118516836205219,-0.18622871506283878,-0.2139686616405243,-0.17142734700000242,-0.16313709024846998,0.020959145854240607,-0.14037855548735279,-0.100156740057622,0.059934810847466054,0.010116090557268571,-0.10558654397218671,0.0338021488662234,-0.18491391164558477,-0.15529818197506387,-0.04436766074924649,-0.05762703999470551
CD86g4,-0.09454378256447582,-0.13688095730089317,-0.07415821810882738,-0.2477760348838421,-0.03281808782858643,-0.08358378949913388,-0.2001457922850632,-0.0642191902815674,-0.1998533808574791,-0.281029726898254,-0.24039587751786776,0.03712088400069379,-0.02689895344638053,-0.29890760958814666,-0.14772279905154057,1.0,0.1731350613688208,0.15229112683880158,0.3075742026728614,0.01732286290615091,0.09717360776570236,0.01667045070308288,-0.12133196730568527,-0.13240571392089256,0.1918589190230329,-0.08781580906989696,-0.0895058286684738,0.24597799176408586,-0.0421792027558045,0.10324463761830613,0.007029997594427805,0.08927452533944306,0.10585347433888734,0.10581111071288128,0.0037144969088094277,-0.017612846445332623,0.014495677390914768,-0.10382533208678059,0.0040174578835425944,0.008458728620655331,-0.12060656767513822,-0.11931421480013775,-0.06581455889649424,0.2651586620533676,0.22706459582241148,0.10165878374041758,0.09303726572788447,0.1769800074977043,0.13400561037003622,0.017776798029658137,-0.05177809383983653,-0.0036521189013602635,0.1334475198335021,0.09428980208174544,-0.019392368763111904,-0.14252036965047277,0.16125868300374632,0.04665268874841032,0.09882543990946786,0.21836167707044674,0.12049564376492464,-0.06059861250003325,-0.05511838304472317,0.28588346260716196,0.0915192595108066,-0.1349471193145728,-0.09620029948775904,-0.1644646322548493,-0.04757840618776165,-0.06890302977407492,0.04736277028897402,0.10557756438346098,-0.05085546308947138,-0.028865036282663677,-0.2941858965185844,0.16982001745683706,-0.10973363283398765,-0.06832347184952058,-0.10630673362824954,-0.10147608470875175,0.02243236654254323,0.07478346742390507,0.04344294634303715,0.02551470181393601
STAT5Ag2,-0.1592749197758718,-0.20069361821878934,0.04127673562234111,-0.13713786141687764,-0.08331713341836715,-0.1496679985629666,-0.18981982910004383,-0.16795642245031386,-0.13475935947798456,-0.22655362916665256,-0.15337383789741574,0.05521791380453697,-0.15267322788868629,-0.19971293887966682,-0.06411305547628898,0.1731350613688208,1.0,-0.016002556800747993,0.09889276406795662,-0.014177272065390916,0.2829482488605655,0.320254518409093,0.17423663244753354,-0.034826942737587005,0.25637291918735405,0.07793257984465896,-0.059142452042818025,0.032778218093002645,0.19915241382372242,0.10146891401558539,-0.09795232610943021,0.12072695156151937,-0.07376862699373447,0.028851178729070098,0.1197178960928008,0.04336895095582595,0.03065022708533611,0.00841465184303254,0.07799302645257174,0.005267781279023185,0.03075879455947174,-0.1531541682233148,-0.04975981851927257,-0.05893416369079919,0.12251520733018119,0.028978379763022696,-0.0846151733394948,0.02129211524909386,-0.03323235952654926,-0.19607816859437965,0.01938237805378337,-0.02493724833028302,-0.1823617561941036,0.12283692674897558,0.11890581797323403,0.04050499015118776,-0.026611962957023734,-0.03325217796309676,0.02914801590594041,-0.029612605615298094,0.01289033854032621,0.09190299519292218,0.04560547065006412,-0.04011882252999973,0.26425943866753654,-0.052966587214517385,0.15073283236168172,-0.17274744195677522,0.20623689434916245,-0.08601154180824977,0.06275019892142078,0.17807384406983937,-0.061603661433616515,0.042526073044426106,0.007974193985337665,0.027662082833060226,-0.019894406209962617,-0.05712660715016509,-0.1134062344915639,0.09711687171608704,0.09487750215959144,0.20580171804965663,-0.03772706381264992,-0.17236588246278928
POU2F2g3,-0.1517125139652177,-0.025789098004876276,-0.12232575743835931,-0.07076015985187852,-0.0521844796433285,-0.17707914730548857,-0.1423518067427114,-0.07017559452927138,-0.08095849184724162,-0.27990021138436827,-0.15865098036596334,-0.030864378327976824,-0.11968944672406616,-0.09168004811884913,-0.17938583410041198,0.15229112683880158,-0.016002556800747993,1.0,0.20542438557493434,-0.11260223537337599,0.12061674308741853,0.006493148958070036,0.11444292672640335,0.01747348365722059,0.17042589015695436,-0.08276245264466,0.08096356997145644,0.16706613160764724,-0.02700608577258682,0.07086576000124893,0.03189311353002022,0.013621398997091015,-0.005973070838977693,-0.09587271550552688,0.15242167204084262,-0.04495057050254094,-0.19682963375273474,-0.10391386834556672,-0.028274440880708886,0.09814486172918391,-0.03634601880073925,-0.1355260592795589,-0.01374195681098176,0.00838610805408421,-0.10159669314849556,0.09507806282393665,0.11664917679967195,0.1269880806872393,0.03142795132518969,0.08271440376329313,0.023632813221632947,0.07268747883393346,0.12736611821328456,0.04782309868860571,-0.14008628977465665,0.09474093868368465,0.16896276641987265,0.1945135837918971,0.15733821599702927,-0.18834819004233253,-0.18068050243962577,0.06717208757424903,-0.04938893316251316,0.0025935436075388797,-0.06182481141864182,-0.03145602497221613,0.010824388080276314,-0.12297278468524186,-0.0740664390983484,-0.08096693714396903,-0.02464338242601488,0.12110507513047117,0.005906834728059633,-0.1507471827217873,0.0537442480743752,0.060954443887737374,-0.06154240447864314,0.009071588080514642,-0.028422931836513343,0.04687418122264535,0.14232404070674523,0.13697015729596995,0.033810555380662195,0.11981026737573314
UBE2L6g1,-0.16177639935861554,-0.14783530154903965,-0.07443080620373674,-0.28621850256494097,-0.26076635614318083,-0.14792715028127665,-0.251288136260986,-0.19113757600189624,-0.20908472943869127,-0.09309174376221348,-0.22084494700273097,-0.014463133839386558,-0.025272959332005213,-0.12450951115432952,-0.17406407634344265,0.3075742026728614,0.09889276406795662,0.20542438557493434,1.0,0.19937885910966582,-0.041102136346523196,0.06199046539940101,0.004270567447167345,0.12368665698118107,0.1694748856894517,-0.1627678852200984,0.07023854867328255,-0.09222328290702424,0.009956743084403299,0.14588367740490862,0.19578479226472803,0.051425156958227476,-0.0561543761204579,0.21484954106120605,0.04825477464402584,0.03628017832539632,0.007020145620966147,0.08846589326286847,0.1572920426112118,0.099208004515306,0.026401557266559357,0.020040038383461696,0.027864226332285334,0.27632760343829443,0.11256956294733059,0.24397364241682104,0.03605489573184116,0.03280931855309023,0.009006820648639226,-0.013351576955360857,0.060433846516052325,-0.06753392989341236,-0.09463214977537004,-0.24102822129080245,0.10063482337557697,-0.18644821340629275,0.17583694875515107,0.29623131138127695,0.3630773550897734,0.11896646357469225,0.1455493425269014,0.12205916901882682,-0.05068932024290722,0.1479325753060283,0.21260549332762022,-0.15204959755935352,0.1561127139340548,0.0334590125891186,0.033830546065341034,0.018573071126517893,0.2144067218573665,-0.04838445084046342,0.022743586932440257,-0.03448358384302696,-0.10439387039534748,-0.22555088211574492,-0.21048303980423402,-0.22411086741516567,-0.23331664960088375,-0.09216281654256059,-0.16807499398274084,0.0519656772001962,-0.13969462922039688,-0.04752145151695853
STAT2g2,-0.18008156048914103,-0.23632940462011245,-0.28024554816932057,-0.198764196529275,-0.15237639538411138,-0.09850607647578992,-0.16289302908357547,-0.15884299765740065,-0.06680996753678047,-0.03870480692104696,-0.12666280679677835,-0.013031132390896719,-0.034167066997644345,-0.009471074667432236,-0.12332030778380956,0.01732286290615091,-0.014177272065390916,-0.11260223537337599,0.19937885910966582,1.0,0.04695258519249814,0.10735526980123337,0.020161199757622168,-0.13978041107250458,0.02099067032371807,0.04382379907379396,-0.0960006223078511,0.09033517086819423,-0.0936814767578677,0.23029399893807584,0.2201099121618551,0.10798116142000697,0.14410786151469754,0.11569529000205293,0.033467466575685445,0.012608519607939898,0.07539206829413753,0.08481007402965118,0.169061783451477,0.07937859231947438,0.05088020385698387,0.04093111996938157,-0.008306825585130658,0.30144442259429743,0.18564107310255648,0.13922001843464385,0.0790869896572993,0.07355293776393387,0.1305424111500915,0.07743023296997843,0.028031579721223977,-0.08839022952624795,-0.029846288143933756,-0.17530504628737292,-0.12985705997454733,0.19456500199314025,0.08110990125624166,0.15641825514951638,-0.0027232251065942292,-0.040128879770234084,0.005826263010137576,0.01823694234932498,-0.17625032698315243,-0.0619713323784624,0.19522791802554454,-0.029960830110039607,0.07097982327780122,-0.01892589020630731,0.05156460801899534,0.002650956610483683,-0.04481747529931014,-0.11856331365038482,0.08805093212428204,0.05949112785154501,-0.04738446169582053,-0.14619621819562056,-0.21638654661440593,-0.0471935519287759,-0.1781168829522509,-0.08505273943113617,-0.12261035473406869,0.022042170755275807,-0.076143162478028,-0.11618123845730112
TNFRSF14g2,-0.05297882427013078,-0.15319311877519456,-0.15985708341645352,-0.15703820604865387,-0.2332082501807921,-0.18573018930573928,-0.0992143386400309,-0.08430164867685158,-0.17645143071158137,-0.10546787390290449,-0.23029944789727766,-0.07143267358780893,-0.09954634350346282,-0.13917154721674668,-0.07383330852821404,0.09717360776570236,0.2829482488605655,0.12061674308741853,-0.041102136346523196,0.04695258519249814,1.0,-0.018435611966732164,0.05915149596023741,0.03559059030743384,0.13603059932132058,-0.06961559695009915,-0.07882751457176786,0.006432393677437652,0.08732637311443933,0.13106690551006264,0.2294218311166626,-0.007099994465044173,-0.06921350331390437,0.11396043458587017,0.11719210687253702,0.05039870546949287,0.11903778881583606,0.16038208775565058,0.07624696946924674,0.17710479721364447,0.061500272285723745,-0.07882680124073646,0.006982580733032607,0.0976087052520465,0.03384104458568396,0.02978198493066221,0.09874200530650769,0.061936099448873495,0.07225861084076377,0.023937594655941943,0.14466008729672736,0.016307726199732905,0.07625900491764973,0.07865119317446445,0.0690720943207896,-0.006815097598269728,-0.009508320611069859,-0.035190325130708994,-0.06860668396245478,-0.12931027506653817,0.12098659895363427,-0.0492279371468854,0.053352811961967034,0.0001378554061158202,0.21755424045085411,0.008784079160995677,0.035094546347958014,-0.1718367316113614,0.01664203162098146,0.07057180234918774,-0.05804988259551732,0.016645864606829396,-0.08006837938791223,-0.03629306219873002,-0.12663001224234408,-0.06526863689267107,-0.17644462234106947,-0.043460808185067715,-0.020721167514109382,-0.09760826779712764,0.17381768454724694,-0.1271413885723915,-0.10728178022427819,-0.11854310353106624
CAV1g3,-0.22348917479134098,-0.14199077225619872,0.012398829367455436,-0.25789767532763236,-0.1420385484632287,-0.3529283023458533,-0.19310182592137673,-0.11261393686716792,-0.19730920221094664,-0.18463494720675008,-0.21936354821761786,-0.260218423035126,-0.19766294310574942,-0.17749816002344546,-0.23454808527138774,0.01667045070308288,0.320254518409093,0.006493148958070036,0.06199046539940101,0.10735526980123337,-0.018435611966732164,1.0,0.057626453737524105,0.0928920395454357,0.03462012317812164,-0.13067209216001213,0.04276881670863358,0.058262291791648074,0.08498191096571031,-0.01965973240892961,0.09553721510182808,0.055308420383414464,0.08176248994542745,0.07932862887421004,0.15834468744365426,0.04336644867366913,0.2547561094720991,0.042520961729659267,0.036258449344946604,0.10843853656659234,0.12041390220754372,0.08692981562816354,0.0559646838152854,0.02347932078180599,0.07537308816721365,0.003106246366647588,0.11235454095995791,0.08259303002315395,0.10778901787476046,0.09439639063378327,-0.01870356997363624,0.0985783911680962,-0.08890119489522474,0.15245949221727526,0.060236249738979585,0.05933371457659227,0.050446631135266005,0.0909837365975927,0.204823382748561,-0.025726729237834683,0.07397164483297361,0.08493590681759552,0.013145705460894839,0.005310794977760505,-0.006872467538458694,-0.058784330335785534,0.002214859611835189,-0.10754245142766825,-0.023168624254321445,-0.05095577452315363,0.2112919326047102,-0.07353005310463827,-0.0436017411604276,0.07013518290539364,0.2120828718493911,-0.06258853965783265,-0.06636345981487948,-0.09711834675857833,-0.04691143683953834,0.06736654795724308,-0.01613799948475917,0.1118883389766242,-0.17576819607203123,-0.005766539244898539
STAT3g2,-0.14577263909204047,-0.24042583330758582,-0.13169528354268362,-0.15748808219539945,-0.31748651082545615,-0.28285368003416655,-0.31996270726610365,-0.31357139193201217,-0.18551387048514914,-0.10258910765182434,-0.19460356750425217,-0.16460031672328132,-0.07226363813249362,-0.036781767142131085,-0.12211310100567895,-0.12133196730568527,0.17423663244753354,0.11444292672640335,0.004270567447167345,0.020161199757622168,0.05915149596023741,0.057626453737524105,1.0,-0.030649189268378223,0.10369259109188732,0.0985355892648423,0.11767250811784284,0.010506698004799088,-0.08581630351811442,0.02577899241591355,-0.04896843313622958,0.226280534741273,0.018294273142195314,0.22388161248382027,0.06576353954575084,0.06785266937785178,0.10680746374639088,0.22954914900877713,0.19449140334610895,0.18523061649210357,-0.004607893899076475,0.2464724458477716,0.0865756543081927,0.043897510240343475,0.11959537134711352,0.008970798313829392,0.1892804347653676,-0.07157393706165385,0.09747163283640091,-0.062275331492819455,0.04189521758083325,-0.004651622264361081,-0.09215498159023586,0.13983967712599457,0.11860341263394192,-0.06214400004979317,0.2289241758594519,0.07676484737328614,0.05304580430913658,0.06989890928699664,0.03884612705277523,0.09850930875272725,-0.061172992035539615,0.051406418526896515,0.1377957011585524,0.31456142597018416,-0.05200212857296415,0.04563326267642679,0.06390894121746321,0.13308585833225262,0.09949325741939855,-0.07148718292412393,0.07309696860696578,-0.12464100075059148,-0.013699859986977068,-0.0072357406893956136,-0.16674475321444263,-0.1425806161735999,0.011649991604239173,0.01051366122427915,-0.16512616393179366,-0.14029521711104384,-0.17797278319154758,-0.09701180288705358
UBE2L6g4,-0.28437677526102234,-0.3222112273439042,-0.25219633563438526,-0.34017313255780796,-0.31756667794687937,-0.2749049920844866,-0.2601538264428628,-0.34012248324611577,-0.38132310349743714,-0.21975613366937677,-0.369408582443909,-0.20079619037767804,-0.3175324600036172,-0.18273821090501274,-0.1858043627159635,-0.13240571392089256,-0.034826942737587005,0.01747348365722059,0.12368665698118107,-0.13978041107250458,0.03559059030743384,0.0928920395454357,-0.030649189268378223,1.0,0.03124482795822967,0.19074372065637143,0.1219992399179103,0.03564377411351221,0.17280663647129432,-0.01555194701152945,0.020345417491269033,0.04728749119379929,0.27767687724125245,-0.04468285122975429,0.11820166170037308,0.21583123290562073,0.18350050707397533,0.11316761840425799,0.1908528777944056,0.22371793377381693,0.18730444507638833,0.2825909884676956,0.15280372907168036,0.19209819420855176,0.1518114506338967,-0.01960170642659801,-0.054200578693610536,-0.05674286824265484,0.22970386736591608,-0.10691338867308169,0.18484982795193014,0.0956294337551955,-0.023047550920012164,0.03757953532782539,0.033816296623296285,0.07893254571809623,0.1916736092942151,0.05441523722535469,0.10581111772968375,0.05184090804802485,0.2920347192346941,0.1127895035096372,0.09110156781774675,0.05350913731642038,0.09581510522240541,0.055099824898939234,-0.012687678135473201,0.05971635793263244,-0.12248177476559777,0.0492808297087554,0.20119363765028395,0.030954722128513874,0.27290094396606784,0.01786824311854495,0.0431243332905215,-0.10767909986398985,0.028439516273782228,0.001685766823438942,-0.04970787289531429,0.1702599916079995,-0.009906963652423557,-0.04853052985283419,-0.09508079774815413,0.012190898577194147
STAT3g1,-0.35990546611171925,-0.27105915794590313,-0.1196592032119141,-0.09276507215621169,-0.23129393173286047,-0.27416884489377563,-0.2312967498320283,-0.3033344825364636,-0.19257405244448353,-0.26656124080388927,-0.16166005197689912,-0.009210973531675421,-0.16319071022023973,-0.13835065681928602,-0.1402646517188385,0.1918589190230329,0.25637291918735405,0.17042589015695436,0.1694748856894517,0.02099067032371807,0.13603059932132058,0.03462012317812164,0.10369259109188732,0.03124482795822967,1.0,0.17440521237734605,0.27008421139564603,0.08495865659681948,-0.02063623689665663,0.19501023586158175,0.10068187664127314,0.23824190769316447,0.1057830455049303,0.00151372778921831,0.06278002048366314,0.1940275386878348,-0.028444754685499563,0.10489891900923748,0.07696686587917959,0.16605026251624203,0.1947744041983461,0.17423987721210887,0.10724366537233956,0.26227033286490303,0.180461054505939,0.1627938984322687,0.06945520339124715,0.07743134380527521,0.11767604397297014,0.0367681546680415,-0.20680237311599484,-0.15713467411974175,-0.07359376793762623,0.03234757527117004,0.0857111949637995,0.10046754023757908,-0.21046077958188733,0.063061955128071,-0.11813237714817251,-0.06069301574583728,0.14540013205241234,-0.03392923552649005,0.01485690043761207,0.12503560054449234,0.037605506665529094,0.086246337802777,0.08292998520694216,-0.13911291441740778,-0.2657353076604458,0.04882784548777243,0.018646598575079422,0.05178381796579906,-0.11784733035077032,-0.2429755323001138,-0.09688791474777621,-0.08860312191110085,-0.21251593216109443,-0.21617322586494767,-0.18293616078317892,-0.09192856237750831,0.26424011778360224,0.0537756722836518,-0.060291315267935366,-0.08926334900756075
ATF2g1,-0.27815570774397735,-0.2442461293065502,-0.09499750357047457,-0.22091557626543107,-0.09933347653749362,-0.1550340517077724,-0.16765518705432905,-0.12100878880937206,-0.1648625745031645,-0.20118079384787374,-0.05612269391466263,-0.10813812594372471,-0.09535279739440296,-0.06991528600590576,-0.043117200785692485,-0.08781580906989696,0.07793257984465896,-0.08276245264466,-0.1627678852200984,0.04382379907379396,-0.06961559695009915,-0.13067209216001213,0.0985355892648423,0.19074372065637143,0.17440521237734605,1.0,0.18804214673213282,0.09123619293056005,-0.05299862852810083,0.21389136915229848,0.060446744312554763,0.18212667100629987,0.052375561998310984,-0.06561378466984431,0.15694721779515983,0.1105354475336262,0.04170836051662985,0.05491332404594512,0.07476759862403122,0.051459064213423354,0.25549312867499424,0.26018838587121357,0.10984646271615865,0.09894638634530156,0.07415536354001821,0.05970723820392451,-0.020312551673353788,0.034188347838728816,0.02781968079398988,0.09200075681254871,0.16732256788283534,0.0064159979335838965,0.04031310562245072,0.047386581449038866,0.05391546372654636,-0.1317546713173628,-0.051276170444861865,-0.21357115100134136,-0.008445491284757536,-0.10479453656053773,0.0015048375024959264,-0.1006912842202166,0.1202612217984439,-0.074752766954905,-0.0729003959500965,0.10201104941797132,-0.07761456037372522,-0.028508062263548038,-0.1301525591885213,-0.0711940645398137,-0.17486620756433557,0.141039089603316,0.10273459761264218,-0.1321319329912492,-0.006442292221898412,-0.0011765678709909006,-0.13398415244386078,0.055077638970167424,-0.05065404820553662,0.13304183657064791,0.10121883422096685,0.009329845607404219,-0.12290516937762498,-0.10065411294487471
