,n,perturbation,edist,pvalue,significant,pvalue_adj,significant_adj,delta,sigma,ncounts,ncells,significant_adj_new
18,0.010178558119067316_0.010178558119067316,CBL,18.771428345181757,0.0,True,0.0,True,9.385714172590879,0.0,34.0,1,True
19,0.010178558119067316_0.010178558119067316,CBL_CNN1,24.60661146540994,0.0,True,0.0,True,12.30330573270497,0.0,21.0,1,True
20,0.010178558119067316_0.010178558119067316,CBL_PTPN9,24.824895241421068,0.0,True,0.0,True,12.412447620710534,0.0,34.0,1,True
21,0.010178558119067316_0.010178558119067316,CBL_PTPN12,25.65073915763722,0.0,True,0.0,True,12.82536957881861,0.0,24.0,1,True
22,0.010178558119067316_0.010178558119067316,CBL_TGFBR2,24.727190070807424,0.0,True,0.0,True,12.363595035403712,0.0,23.0,1,True
23,0.010178558119067316_0.010178558119067316,CBL_UBASH3A,26.882958144035964,0.0,True,0.0,True,13.441479072017982,0.0,15.0,1,True
24,0.010178558119067316_0.010178558119067316,CBL_UBASH3B,28.790305695456716,0.0,True,0.0,True,14.395152847728358,0.0,23.0,1,True
25,0.010178558119067316_0.010178558119067316,CDKN1A,18.638543316917804,0.0,True,0.0,True,9.319271658458902,0.0,38.0,1,True
26,0.010178558119067316_0.010178558119067316,CDKN1B,27.341343873560668,0.0,True,0.0,True,13.670671936780334,0.0,17.0,1,True
27,0.010178558119067316_0.010178558119067316,CDKN1B_CDKN1A,20.81806214445104,0.0,True,0.0,True,10.40903107222552,0.0,40.0,1,True
28,0.010178558119067316_0.010178558119067316,CDKN1C,19.22385020452141,0.0,True,0.0,True,9.611925102260704,0.0,27.0,1,True
29,0.010178558119067316_0.010178558119067316,CDKN1C_CDKN1A,13.254484650191866,0.0,True,0.0,True,6.627242325095933,0.0,43.0,1,True
30,0.010178558119067316_0.010178558119067316,CDKN1C_CDKN1B,19.549989157319086,0.0,True,0.0,True,9.774994578659543,0.0,35.0,1,True
31,0.010178558119067316_0.010178558119067316,CEBPA,22.163560558043706,0.0,True,0.0,True,11.081780279021853,0.0,8.0,1,True
32,0.010178558119067316_0.010178558119067316,CEBPB,22.83020913551853,0.0,True,0.0,True,11.415104567759265,0.0,26.0,1,True
33,0.010178558119067316_0.010178558119067316,CEBPB_CEBPA,29.137051065684112,0.0,True,0.0,True,14.568525532842056,0.0,11.0,1,True
34,0.010178558119067316_0.010178558119067316,CEBPB_MAPK1,16.194989068460533,0.0,True,0.0,True,8.097494534230266,0.0,24.0,1,True
35,0.010178558119067316_0.010178558119067316,CEBPB_OSR2,15.512244426249454,0.0,True,0.0,True,7.756122213124727,0.0,18.0,1,True
36,0.010178558119067316_0.010178558119067316,CEBPB_PTPN12,33.81930686295891,0.0,True,0.0,True,16.909653431479455,0.0,13.0,1,True
37,0.010178558119067316_0.010178558119067316,CEBPE,23.134535328408614,0.0,True,0.0,True,11.567267664204307,0.0,36.0,1,True
38,0.010178558119067316_0.010178558119067316,CEBPE_CEBPA,17.896847934202306,0.0,True,0.0,True,8.948423967101153,0.0,55.0,1,True
39,0.010178558119067316_0.010178558119067316,CEBPE_CEBPB,16.17300788812372,0.0,True,0.0,True,8.08650394406186,0.0,61.0,1,True
40,0.010178558119067316_0.010178558119067316,CEBPE_CNN1,16.26967445358511,0.0,True,0.0,True,8.134837226792555,0.0,49.0,1,True
41,0.010178558119067316_0.010178558119067316,CEBPE_KLF1,15.492471334547751,0.0,True,0.0,True,7.746235667273876,0.0,56.0,1,True
42,0.010178558119067316_0.010178558119067316,CEBPE_PTPN12,12.941933372361056,0.0,True,0.0,True,6.470966686180528,0.0,44.0,1,True
43,0.010178558119067316_0.010178558119067316,CEBPE_RUNX1T1,23.76349267992951,0.0,True,0.0,True,11.881746339964755,0.0,32.0,1,True
44,0.010178558119067316_0.010178558119067316,CEBPE_SPI1,25.551907935608448,0.0,True,0.0,True,12.775953967804224,0.0,30.0,1,True
45,0.010178558119067316_0.010178558119067316,CELF2,17.672303845850806,0.0,True,0.0,True,8.836151922925403,0.0,30.0,1,True
46,0.010178558119067316_0.010178558119067316,CITED1,29.962824365498196,0.0,True,0.0,True,14.981412182749098,0.0,11.0,1,True
47,0.010178558119067316_0.010178558119067316,CKS1B,28.8732465464144,0.0,True,0.0,True,14.4366232732072,0.0,17.0,1,True
48,0.010178558119067316_0.010178558119067316,CLDN6,14.959782437661532,0.0,True,0.0,True,7.479891218830766,0.0,38.0,1,True
49,0.010178558119067316_0.010178558119067316,CNN1,34.31746498626361,0.0,True,0.0,True,17.158732493131804,0.0,9.0,1,True
50,0.010178558119067316_0.010178558119067316,CNN1_MAPK1,16.89511247786797,0.0,True,0.0,True,8.447556238933984,0.0,29.0,1,True
51,0.010178558119067316_0.010178558119067316,CNN1_UBASH3A,19.74251071142117,0.0,True,0.0,True,9.871255355710584,0.0,35.0,1,True
52,0.010178558119067316_0.010178558119067316,CNNM4,31.28010004233502,0.0,True,0.0,True,15.64005002116751,0.0,15.0,1,True
53,0.010178558119067316_0.010178558119067316,COL1A1,16.868633408167923,0.0,True,0.0,True,8.434316704083962,0.0,43.0,1,True
54,0.010178558119067316_0.010178558119067316,COL2A1,34.71839061964702,0.0,True,0.0,True,17.35919530982351,0.0,18.0,1,True
55,0.010178558119067316_0.010178558119067316,CSRNP1,17.675096115218462,0.0,True,0.0,True,8.837548057609231,0.0,37.0,1,True
56,0.010178558119067316_0.010178558119067316,DLX2,29.387833121022872,0.0,True,0.0,True,14.693916560511436,0.0,24.0,1,True
57,0.010178558119067316_0.010178558119067316,DUSP9,30.851479863214802,0.0,True,0.0,True,15.425739931607401,0.0,26.0,1,True
58,0.010178558119067316_0.010178558119067316,DUSP9_ETS2,15.5092161714415,0.0,True,0.0,True,7.75460808572075,0.0,25.0,1,True
59,0.010178558119067316_0.010178558119067316,DUSP9_IGDCC3,20.408102464594762,0.0,True,0.0,True,10.204051232297381,0.0,28.0,1,True
60,0.010178558119067316_0.010178558119067316,DUSP9_KLF1,16.076882465259065,0.0,True,0.0,True,8.038441232629532,0.0,29.0,1,True
61,0.010178558119067316_0.010178558119067316,DUSP9_MAPK1,28.02420207418238,0.0,True,0.0,True,14.01210103709119,0.0,21.0,1,True
62,0.010178558119067316_0.010178558119067316,DUSP9_PRTG,27.102519710844653,0.0,True,0.0,True,13.551259855422327,0.0,18.0,1,True
63,0.010178558119067316_0.010178558119067316,DUSP9_SNAI1,23.731208344904672,0.0,True,0.0,True,11.865604172452336,0.0,17.0,1,True
64,0.010178558119067316_0.010178558119067316,EGR1,17.5503308222408,0.0,True,0.0,True,8.7751654111204,0.0,31.0,1,True
65,0.010178558119067316_0.010178558119067316,ELMSAN1,14.637168918964653,0.0,True,0.0,True,7.318584459482326,0.0,44.0,1,True
66,0.010178558119067316_0.010178558119067316,ETS2,22.244218582208767,0.0,True,0.0,True,11.122109291104383,0.0,34.0,1,True
67,0.010178558119067316_0.010178558119067316,ETS2_CEBPE,34.38965941274638,0.0,True,0.0,True,17.19482970637319,0.0,17.0,1,True
68,0.010178558119067316_0.010178558119067316,ETS2_CNN1,20.77791310946997,0.0,True,0.0,True,10.388956554734985,0.0,23.0,1,True
69,0.010178558119067316_0.010178558119067316,ETS2_IGDCC3,24.3954510267583,0.0,True,0.0,True,12.19772551337915,0.0,22.0,1,True
70,0.010178558119067316_0.010178558119067316,ETS2_IKZF3,25.63244331324596,0.0,True,0.0,True,12.81622165662298,0.0,26.0,1,True
71,0.010178558119067316_0.010178558119067316,ETS2_MAP7D1,17.166182301233768,0.0,True,0.0,True,8.583091150616884,0.0,43.0,1,True
72,0.010178558119067316_0.010178558119067316,ETS2_MAPK1,18.698624432874308,0.0,True,0.0,True,9.349312216437154,0.0,28.0,1,True
73,0.010178558119067316_0.010178558119067316,ETS2_PRTG,30.78426775331111,0.0,True,0.0,True,15.392133876655555,0.0,13.0,1,True
74,0.010178558119067316_0.010178558119067316,FEV,24.359216403122776,0.0,True,0.0,True,12.179608201561388,0.0,14.0,1,True
75,0.010178558119067316_0.010178558119067316,FEV_CBFA2T3,36.01840483818806,0.0,True,0.0,True,18.00920241909403,0.0,12.0,1,True
76,0.010178558119067316_0.010178558119067316,FEV_ISL2,29.562867085515574,0.0,True,0.0,True,14.781433542757787,0.0,20.0,1,True
77,0.010178558119067316_0.010178558119067316,FEV_MAP7D1,17.504366804977774,0.0,True,0.0,True,8.752183402488887,0.0,38.0,1,True
78,0.010178558119067316_0.010178558119067316,FOSB,22.405246339337126,0.0,True,0.0,True,11.202623169668563,0.0,33.0,1,True
79,0.010178558119067316_0.010178558119067316,FOSB_CEBPB,20.351849947517938,0.0,True,0.0,True,10.175924973758969,0.0,36.0,1,True
80,0.010178558119067316_0.010178558119067316,FOSB_CEBPE,24.4412116030949,0.0,True,0.0,True,12.22060580154745,0.0,18.0,1,True
81,0.010178558119067316_0.010178558119067316,FOSB_IKZF3,23.14794872792634,0.0,True,0.0,True,11.57397436396317,0.0,29.0,1,True
82,0.010178558119067316_0.010178558119067316,FOSB_OSR2,25.67165687193105,0.0,True,0.0,True,12.835828435965524,0.0,18.0,1,True
83,0.010178558119067316_0.010178558119067316,FOSB_PTPN12,32.60216331634184,0.0,True,0.0,True,16.30108165817092,0.0,19.0,1,True
84,0.010178558119067316_0.010178558119067316,FOSB_UBASH3B,20.658168922475376,0.0,True,0.0,True,10.329084461237688,0.0,35.0,1,True
85,0.010178558119067316_0.010178558119067316,FOXA1,19.98174251104155,0.0,True,0.0,True,9.990871255520775,0.0,41.0,1,True
86,0.010178558119067316_0.010178558119067316,FOXA1_FOXF1,21.858408268773644,0.0,True,0.0,True,10.929204134386822,0.0,26.0,1,True
87,0.010178558119067316_0.010178558119067316,FOXA1_FOXL2,25.84251510179376,0.0,True,0.0,True,12.92125755089688,0.0,17.0,1,True
88,0.010178558119067316_0.010178558119067316,FOXA1_HOXB9,21.930228006465835,0.0,True,0.0,True,10.965114003232918,0.0,31.0,1,True
89,0.010178558119067316_0.010178558119067316,FOXA3,17.68189501489507,0.0,True,0.0,True,8.840947507447535,0.0,47.0,1,True
90,0.010178558119067316_0.010178558119067316,FOXA3_FOXA1,19.02609679529975,0.0,True,0.0,True,9.513048397649875,0.0,33.0,1,True
91,0.010178558119067316_0.010178558119067316,FOXA3_FOXF1,34.62744910855311,0.0,True,0.0,True,17.313724554276554,0.0,7.0,1,True
92,0.010178558119067316_0.010178558119067316,FOXA3_FOXL2,32.55873573019407,0.0,True,0.0,True,16.279367865097036,0.0,17.0,1,True
93,0.010178558119067316_0.010178558119067316,FOXA3_HOXB9,29.026102781919533,0.0,True,0.0,True,14.513051390959767,0.0,21.0,1,True
94,0.010178558119067316_0.010178558119067316,FOXF1,23.922120543664633,0.0,True,0.0,True,11.961060271832316,0.0,19.0,1,True
95,0.010178558119067316_0.010178558119067316,FOXF1_FOXL2,15.437524992553655,0.0,True,0.0,True,7.7187624962768275,0.0,31.0,1,True
96,0.010178558119067316_0.010178558119067316,FOXF1_HOXB9,33.21892684573109,0.0,True,0.0,True,16.609463422865545,0.0,12.0,1,True
97,0.010178558119067316_0.010178558119067316,FOXL2,22.048422442833285,0.0,True,0.0,True,11.024211221416643,0.0,34.0,1,True
98,0.010178558119067316_0.010178558119067316,FOXL2_HOXB9,21.86774335114466,0.0,True,0.0,True,10.93387167557233,0.0,26.0,1,True
99,0.010178558119067316_0.010178558119067316,FOXL2_MEIS1,19.943861089331378,0.0,True,0.0,True,9.971930544665689,0.0,32.0,1,True
100,0.010178558119067316_0.010178558119067316,FOXO4,16.872517842298087,0.0,True,0.0,True,8.436258921149044,0.0,36.0,1,True
101,0.010178558119067316_0.010178558119067316,GLB1L2,25.704444122330173,0.0,True,0.0,True,12.852222061165087,0.0,21.0,1,True
102,0.010178558119067316_0.010178558119067316,HES7,20.334282112510266,0.0,True,0.0,True,10.167141056255133,0.0,16.0,1,True
103,0.010178558119067316_0.010178558119067316,HK2,27.779897985462217,0.0,True,0.0,True,13.889948992731108,0.0,18.0,1,True
104,0.010178558119067316_0.010178558119067316,HNF4A,15.235835345185965,0.0,True,0.0,True,7.6179176725929825,0.0,39.0,1,True
105,0.010178558119067316_0.010178558119067316,HOXA13,17.199752541663827,0.0,True,0.0,True,8.599876270831913,0.0,28.0,1,True
106,0.010178558119067316_0.010178558119067316,HOXB9,8.238631452288033,0.0,True,0.0,True,4.119315726144016,0.0,69.0,1,True
107,0.010178558119067316_0.010178558119067316,HOXC13,23.468210768287754,0.0,True,0.0,True,11.734105384143877,0.0,32.0,1,True
108,0.010178558119067316_0.010178558119067316,IER5L,15.851209980169019,0.0,True,0.0,True,7.925604990084509,0.0,46.0,1,True
109,0.010178558119067316_0.010178558119067316,IGDCC3,13.066030760113973,0.0,True,0.0,True,6.533015380056987,0.0,37.0,1,True
110,0.010178558119067316_0.010178558119067316,IGDCC3_MAPK1,20.475506939811208,0.0,True,0.0,True,10.237753469905604,0.0,28.0,1,True
111,0.010178558119067316_0.010178558119067316,IGDCC3_PRTG,16.197249418062736,0.0,True,0.0,True,8.098624709031368,0.0,32.0,1,True
112,0.010178558119067316_0.010178558119067316,IGDCC3_ZBTB25,11.915759079284813,0.0,True,0.0,True,5.9578795396424065,0.0,48.0,1,True
113,0.010178558119067316_0.010178558119067316,IKZF3,23.421278503238153,0.0,True,0.0,True,11.710639251619076,0.0,34.0,1,True
114,0.010178558119067316_0.010178558119067316,IRF1,28.346693391165417,0.0,True,0.0,True,14.173346695582708,0.0,21.0,1,True
115,0.010178558119067316_0.010178558119067316,IRF1_SET,13.619137259636744,0.0,True,0.0,True,6.809568629818372,0.0,64.0,1,True
116,0.010178558119067316_0.010178558119067316,ISL2,23.58106042654446,0.0,True,0.0,True,11.79053021327223,0.0,28.0,1,True
117,0.010178558119067316_0.010178558119067316,JUN,20.370684434920804,0.0,True,0.0,True,10.185342217460402,0.0,15.0,1,True
118,0.010178558119067316_0.010178558119067316,JUN_CEBPA,27.527160101761243,0.0,True,0.0,True,13.763580050880622,0.0,13.0,1,True
119,0.010178558119067316_0.010178558119067316,JUN_CEBPB,18.38998730138057,0.0,True,0.0,True,9.194993650690286,0.0,46.0,1,True
120,0.010178558119067316_0.010178558119067316,KIAA1804,26.89498257797343,0.0,True,0.0,True,13.447491288986715,0.0,26.0,1,True
121,0.010178558119067316_0.010178558119067316,KIF2C,16.509403033260178,0.0,True,0.0,True,8.254701516630089,0.0,48.0,1,True
122,0.010178558119067316_0.010178558119067316,KIF18B,13.122180017409221,0.0,True,0.0,True,6.5610900087046105,0.0,69.0,1,True
123,0.010178558119067316_0.010178558119067316,KIF18B_KIF2C,27.401349584047082,0.0,True,0.0,True,13.700674792023541,0.0,21.0,1,True
124,0.010178558119067316_0.010178558119067316,KLF1,17.6106547120734,0.0,True,0.0,True,8.8053273560367,0.0,56.0,1,True
125,0.010178558119067316_0.010178558119067316,KLF1_BAK1,23.74030646360437,0.0,True,0.0,True,11.870153231802185,0.0,21.0,1,True
126,0.010178558119067316_0.010178558119067316,KLF1_CEBPA,30.08228657716979,0.0,True,0.0,True,15.041143288584895,0.0,17.0,1,True
127,0.010178558119067316_0.010178558119067316,KLF1_CLDN6,30.75756093572776,0.0,True,0.0,True,15.37878046786388,0.0,20.0,1,True
128,0.010178558119067316_0.010178558119067316,KLF1_COL2A1,26.40753685359724,0.0,True,0.0,True,13.20376842679862,0.0,27.0,1,True
129,0.010178558119067316_0.010178558119067316,KLF1_FOXA1,20.632768710525102,0.0,True,0.0,True,10.316384355262551,0.0,30.0,1,True
130,0.010178558119067316_0.010178558119067316,KLF1_MAP2K6,21.966173571971083,0.0,True,0.0,True,10.983086785985542,0.0,25.0,1,True
131,0.010178558119067316_0.010178558119067316,KLF1_TGFBR2,24.079147338510055,0.0,True,0.0,True,12.039573669255027,0.0,38.0,1,True
132,0.010178558119067316_0.010178558119067316,KMT2A,15.110668570277632,0.0,True,0.0,True,7.555334285138816,0.0,33.0,1,True
133,0.010178558119067316_0.010178558119067316,LHX1,21.19290782591284,0.0,True,0.0,True,10.59645391295642,0.0,26.0,1,True
134,0.010178558119067316_0.010178558119067316,LHX1_ELMSAN1,18.998509102345192,0.0,True,0.0,True,9.499254551172596,0.0,41.0,1,True
135,0.010178558119067316_0.010178558119067316,LYL1,14.541226918309475,0.0,True,0.0,True,7.270613459154737,0.0,46.0,1,True
136,0.010178558119067316_0.010178558119067316,LYL1_CEBPB,20.4229811815894,0.0,True,0.0,True,10.2114905907947,0.0,34.0,1,True
137,0.010178558119067316_0.010178558119067316,LYL1_IER5L,15.2026665065389,0.0,True,0.0,True,7.60133325326945,0.0,52.0,1,True
138,0.010178558119067316_0.010178558119067316,MAML2,11.219561151247788,0.0,True,0.0,True,5.609780575623894,0.0,50.0,1,True
139,0.010178558119067316_0.010178558119067316,MAP2K3,21.487549335248218,0.0,True,0.0,True,10.743774667624109,0.0,37.0,1,True
140,0.010178558119067316_0.010178558119067316,MAP2K3_ELMSAN1,16.242390945941487,0.0,True,0.0,True,8.121195472970744,0.0,57.0,1,True
141,0.010178558119067316_0.010178558119067316,MAP2K3_IKZF3,13.327999026969513,0.0,True,0.0,True,6.6639995134847565,0.0,65.0,1,True
142,0.010178558119067316_0.010178558119067316,MAP2K3_MAP2K6,12.229647664937183,0.0,True,0.0,True,6.114823832468591,0.0,79.0,1,True
143,0.010178558119067316_0.010178558119067316,MAP2K3_SLC38A2,15.568750595789279,0.0,True,0.0,True,7.7843752978946394,0.0,56.0,1,True
144,0.010178558119067316_0.010178558119067316,MAP2K6,16.592312528658493,0.0,True,0.0,True,8.296156264329246,0.0,41.0,1,True
145,0.010178558119067316_0.010178558119067316,MAP2K6_ELMSAN1,15.632645385358755,0.0,True,0.0,True,7.816322692679377,0.0,61.0,1,True
146,0.010178558119067316_0.010178558119067316,MAP2K6_IKZF3,13.855383589080597,0.0,True,0.0,True,6.927691794540299,0.0,34.0,1,True
147,0.010178558119067316_0.010178558119067316,MAP2K6_SPI1,31.100317181323643,0.0,True,0.0,True,15.550158590661821,0.0,17.0,1,True
148,0.010178558119067316_0.010178558119067316,MAP4K3,11.824428791599427,0.0,True,0.0,True,5.9122143957997135,0.0,61.0,1,True
149,0.010178558119067316_0.010178558119067316,MAP4K5,20.458533505338412,0.0,True,0.0,True,10.229266752669206,0.0,25.0,1,True
150,0.010178558119067316_0.010178558119067316,MAP7D1,11.617681446191797,0.0,True,0.0,True,5.808840723095899,0.0,82.0,1,True
151,0.010178558119067316_0.010178558119067316,MAPK1,30.022065989134163,0.0,True,0.0,True,15.011032994567081,0.0,14.0,1,True
152,0.010178558119067316_0.010178558119067316,MAPK1_IKZF3,18.0573160854908,0.0,True,0.0,True,9.0286580427454,0.0,36.0,1,True
153,0.010178558119067316_0.010178558119067316,MAPK1_PRTG,12.505506710601448,0.0,True,0.0,True,6.252753355300724,0.0,51.0,1,True
154,0.010178558119067316_0.010178558119067316,MAPK1_TGFBR2,15.99404781040125,0.0,True,0.0,True,7.997023905200625,0.0,33.0,1,True
155,0.010178558119067316_0.010178558119067316,MEIS1,18.888370774503567,0.0,True,0.0,True,9.444185387251784,0.0,35.0,1,True
156,0.010178558119067316_0.010178558119067316,MIDN,11.964529348235198,0.0,True,0.0,True,5.982264674117599,0.0,16.0,1,True
157,0.010178558119067316_0.010178558119067316,NCL,18.194799767826712,0.0,True,0.0,True,9.097399883913356,0.0,29.0,1,True
158,0.010178558119067316_0.010178558119067316,NIT1,34.466680857942286,0.0,True,0.0,True,17.233340428971143,0.0,15.0,1,True
159,0.010178558119067316_0.010178558119067316,OSR2,21.392478322083075,0.0,True,0.0,True,10.696239161041538,0.0,34.0,1,True
160,0.010178558119067316_0.010178558119067316,PLK4,22.549596088976017,0.0,True,0.0,True,11.274798044488008,0.0,29.0,1,True
161,0.010178558119067316_0.010178558119067316,PLK4_STIL,13.11405259470446,0.0,True,0.0,True,6.55702629735223,0.0,63.0,1,True
162,0.010178558119067316_0.010178558119067316,POU3F2,19.75837997908397,0.0,True,0.0,True,9.879189989541985,0.0,40.0,1,True
163,0.010178558119067316_0.010178558119067316,POU3F2_CBFA2T3,18.39661947489259,0.0,True,0.0,True,9.198309737446294,0.0,23.0,1,True
164,0.010178558119067316_0.010178558119067316,POU3F2_FOXL2,17.741793474166638,0.0,True,0.0,True,8.870896737083319,0.0,59.0,1,True
165,0.010178558119067316_0.010178558119067316,PRDM1,22.300474545492747,0.0,True,0.0,True,11.150237272746374,0.0,24.0,1,True
166,0.010178558119067316_0.010178558119067316,PRDM1_CBFA2T3,33.52667940134705,0.0,True,0.0,True,16.763339700673527,0.0,6.0,1,True
167,0.010178558119067316_0.010178558119067316,PRTG,23.50264843714544,0.0,True,0.0,True,11.75132421857272,0.0,23.0,1,True
168,0.010178558119067316_0.010178558119067316,PTPN1,15.330762915920985,0.0,True,0.0,True,7.665381457960493,0.0,47.0,1,True
169,0.010178558119067316_0.010178558119067316,PTPN9,26.856149118567174,0.0,True,0.0,True,13.428074559283587,0.0,22.0,1,True
170,0.010178558119067316_0.010178558119067316,PTPN12,19.449012998804992,0.0,True,0.0,True,9.724506499402496,0.0,30.0,1,True
171,0.010178558119067316_0.010178558119067316,PTPN12_OSR2,12.540709263812685,0.0,True,0.0,True,6.270354631906343,0.0,66.0,1,True
172,0.010178558119067316_0.010178558119067316,PTPN12_PTPN9,32.370737039679824,0.0,True,0.0,True,16.185368519839912,0.0,18.0,1,True
173,0.010178558119067316_0.010178558119067316,PTPN12_SNAI1,29.682655259017185,0.0,True,0.0,True,14.841327629508593,0.0,21.0,1,True
174,0.010178558119067316_0.010178558119067316,PTPN12_UBASH3A,25.685013936445507,0.0,True,0.0,True,12.842506968222754,0.0,22.0,1,True
175,0.010178558119067316_0.010178558119067316,PTPN12_ZBTB25,24.0118031598141,0.0,True,0.0,True,12.00590157990705,0.0,18.0,1,True
176,0.010178558119067316_0.010178558119067316,PTPN13,25.65751897290614,0.0,True,0.0,True,12.82875948645307,0.0,33.0,1,True
177,0.010178558119067316_0.010178558119067316,RHOXF2,21.536317414236763,0.0,True,0.0,True,10.768158707118381,0.0,45.0,1,True
178,0.010178558119067316_0.010178558119067316,RHOXF2_SET,28.44747857794489,0.0,True,0.0,True,14.223739288972444,0.0,14.0,1,True
179,0.010178558119067316_0.010178558119067316,RHOXF2_ZBTB25,28.906705145975756,0.0,True,0.0,True,14.453352572987878,0.0,17.0,1,True
180,0.010178558119067316_0.010178558119067316,RREB1,19.687980311184162,0.0,True,0.0,True,9.843990155592081,0.0,38.0,1,True
181,0.010178558119067316_0.010178558119067316,RUNX1T1,14.746153404511281,0.0,True,0.0,True,7.3730767022556405,0.0,62.0,1,True
182,0.010178558119067316_0.010178558119067316,S1PR2,19.493243250306037,0.0,True,0.0,True,9.746621625153018,0.0,64.0,1,True
183,0.010178558119067316_0.010178558119067316,SAMD1,15.621229263937494,0.0,True,0.0,True,7.810614631968747,0.0,29.0,1,True
184,0.010178558119067316_0.010178558119067316,SAMD1_PTPN12,18.62429879441977,0.0,True,0.0,True,9.312149397209884,0.0,26.0,1,True
185,0.010178558119067316_0.010178558119067316,SAMD1_TGFBR2,16.043740556330196,0.0,True,0.0,True,8.021870278165098,0.0,43.0,1,True
186,0.010178558119067316_0.010178558119067316,SAMD1_UBASH3B,18.491792790256042,0.0,True,0.0,True,9.245896395128021,0.0,57.0,1,True
187,0.010178558119067316_0.010178558119067316,SAMD1_ZBTB1,18.4271982851899,0.0,True,0.0,True,9.21359914259495,0.0,36.0,1,True
188,0.010178558119067316_0.010178558119067316,SET,20.554946271844592,0.0,True,0.0,True,10.277473135922296,0.0,39.0,1,True
189,0.010178558119067316_0.010178558119067316,SET_CEBPE,21.523854273016003,0.0,True,0.0,True,10.761927136508001,0.0,27.0,1,True
190,0.010178558119067316_0.010178558119067316,SET_KLF1,30.264020812411847,0.0,True,0.0,True,15.132010406205923,0.0,21.0,1,True
191,0.010178558119067316_0.010178558119067316,SGK1,25.948510322860546,0.0,True,0.0,True,12.974255161430273,0.0,20.0,1,True
192,0.010178558119067316_0.010178558119067316,SGK1_S1PR2,39.06223643203906,0.0,True,0.0,True,19.53111821601953,0.0,12.0,1,True
193,0.010178558119067316_0.010178558119067316,SGK1_TBX2,19.28383451575631,0.0,True,0.0,True,9.641917257878156,0.0,38.0,1,True
194,0.010178558119067316_0.010178558119067316,SGK1_TBX3,17.61078512784762,0.0,True,0.0,True,8.80539256392381,0.0,42.0,1,True
195,0.010178558119067316_0.010178558119067316,SLC4A1,26.502586642827296,0.0,True,0.0,True,13.251293321413648,0.0,22.0,1,True
196,0.010178558119067316_0.010178558119067316,SLC6A9,8.232306135642125,0.0,True,0.0,True,4.116153067821062,0.0,62.0,1,True
197,0.010178558119067316_0.010178558119067316,SLC38A2,12.633718152095426,0.0,True,0.0,True,6.316859076047713,0.0,44.0,1,True
198,0.010178558119067316_0.010178558119067316,SNAI1,15.759747848941831,0.0,True,0.0,True,7.879873924470916,0.0,41.0,1,True
199,0.010178558119067316_0.010178558119067316,SNAI1_DLX2,13.528026176088096,0.0,True,0.0,True,6.764013088044048,0.0,67.0,1,True
200,0.010178558119067316_0.010178558119067316,SNAI1_UBASH3B,23.917729143944264,0.0,True,0.0,True,11.958864571972132,0.0,40.0,1,True
